Substance_id	Substance_Name	Allergic_Patients	Medicines_Containing
7411	Sodium Hydrogen Carbonate, Sodium Dihydrogen Phosphate	0	15
7658	Lutropin Alfa	0	1
7905	Ginger Oil, Nutmeg Oil, Peppermint Oil, Cardamom Oil, Cinnamon Oil, Clove Oil, Eucalyptus Oil, Juniper Oil, Melissa Oil, Star Anise Oil, Pepper, Kaempferia Galanga, Rhizoma, Bitter Orange Oil, Angelica Essential Oil	0	1
8152	Pizotifen	0	4
8399	Neostigmine Bromide	0	2
8646	Belatacept	0	1
8893	Cor Bovis Gl Dil. D4 (Hab, Vs. 41c), Hepar Bovis Gl Dil. D4 (Hab, Vs. 41a), Renes Bovis Gl Dil. D4 (Hab, Vs. 41a), Pulmo Bovis Gl Dil. D4 (Hab, Vs. 41a)	0	1
9140	Extractum Liquidum (1:3) Ex: Thymi Herba, Lichene Islandico, Hyssopi Herba, Saponariae Radice, (18p.+7p.+3p.+2p.)	0	1
9387	Pipotiazine	0	1
9634	Chamomile	0	1
9881	Quinine Bisulfate	0	4
10128	Naphazoline Nitrate, Tyrothricin	0	1
10375	Arteria Poplitea Bovis Gl Dil. D7 (Hab, Vs. 41c), Betula Pendula E Cortice, Decoctum Ø (Hab, Vs. 23a), Galenit Dil. D7, Nicotiana Tabacum E Foliis Ferm 33b Dil. D5 (Hab, Vs. 33b), Secale Cornutum E Sklerotio Ferm 35b Dil. D5 (Hab, Vs. 35b)	0	1
10622	Disodium Phosphate Dihydrate, Sodium Dihydrogen Phosphate Dihydrate, Potassium Chloride, Sodium Chloride, Sodium Lactate	0	2
10869	Valine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Threonine, Tyrosine, Glycine, Tryptophan, Lysine Hydrochloride	0	3
11116	Argentum Nitricum Dil. D4, Galium Aparine Dil. D6, Glechoma Hederacea Spag. Peka Dil. D6, Bryonia Spag. Peka Dil. D4, Clematis Recta Dil. D3, Echinacea Spag. Peka Dil. D12, Ledum Palustre Dil. D6, Hydrastis Canadensis Dil. D4	0	1
11363	Chimaphila Umbellata Trit. D2, Chondrodendron Trit. D3, Populus Tremuloides Trit. D2, Sabal Serrulatum Trit. D2	0	1
11610	Trifluridine	0	1
11857	Hydrocortisone Acetate, Neomycin Sulfate, Nystatin, Metronidazole	0	1
248	Acidum Fumaricum D200, Acidum Fumaricum D30, Acidum Fumaricum D10	0	2
1547	Euphrasia 3c D6, Sabadilla D6, Apis Mellifica D6	0	1
6487	Hepar Bovis Gl Dil. D5 (Hab, Vs. 41a), Stannum Metallicum Dil. D9	0	1
6734	Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Glucose, Lactic Acid, Sodium Lactate, Potassium Phosphate	0	1
6981	Neomycin Sulfate, Collagenase Clostridium Histolyticum	0	1
7228	Justicia Adhatoda Trit. D2	0	1
7475	Levisticum Officinale E Radice W 5% (Hab, Vs. 12g Mit Nativem Olivenöl)	0	1
7722	Artemisia Absinthium Ø, Cochlearia Officinalis Ø, Juniperus Communis Ø, Psychotria Ipecacuanha Dil. D2, Citrullus Colocynthis Dil. D3	0	1
7969	Silybum Marianum Dil. D 3, Phosphorus Dil. D 12, Chelidonium Majus Dil. D3, Lophophytum Leandri Dil. D3, Picrasma Excelsa, Quassia Amara Dil. D4, Stannum Metallicum Dil. D12, Fel Tauri Depuratum Dil. D3, Berberis Vulgaris Dil D3	0	1
8216	Clioquinol, Fluocinolone Acetonide	0	3
8463	Paraffin, Light Liquid, Almond Oil	0	1
8710	Octenidine Dihydrochloride, Isopropyl Alcohol, Propanol	0	2
8957	Hydrargyrum Bicyanatum Dil. D6, Capsicum Annuum Dil. D4, Aconitum Napellus Dil. D6, Matricaria Recutita Mother Tincture, Echinacea Purpurea Mother Tincture, Hydrastis Canadensis Dil. D4, Iodum Dil. D4, Natrium Tetraboracicum Dil. D4, Sambucus Nigra Ø, San	0	1
9204	Cyproheptadine Hydrochloride	0	3
9451	Amlodipine, Atorvastatin, Ramipril	0	4
9698	Prochlorperazine Maleate Bp	0	1
9945	Ascorbic Acid, Zinc	0	1
10192	Anethole, Borneol, Camphene, Fenchone, Cineole, Alpha And Beta Pinene	0	1
10439	Menthae Piperitae Folium, Sage Leaf (Salvia Officinalis), Thyme	0	1
10686	Rhus Toxicodendron Mother Tincture, Symphytum Ad Usum Externum, Ledum Palustre Mother Tincture	0	2
10933	Taraxacum Stanno Cultum, Planta Tota Dil. D2	0	1
11180	Trabectedin	0	28
11427	Valeriana Officinalis L. Radix	0	4
11674	Riboflavin Sodium Phosphate, Thiamine Hydrochloride, Ascorbic Acid, Nicotinamide, Glucose Monohydrate, Pyridoxine Hydrochloride	0	2
11921	Zuranolone	0	1
312	Amlodipine, Telmisartan	0	25
1611	Hydrocortisone Acetate, Phenylephrine Hydrochloride, Tetracaine Hydrochloride, Lidocaine Hydrochloride	0	1
6551	Hexachlorophene	0	1
6798	Imipramine Hydrochloride Bp	0	2
7045	Menthae Arvensis L. Var. Piperascens Malinv. Ex Holmes, Aetheroleum	0	1
7292	Tincture Of Valerian Root (1:5), Extraction Liquid: Ethanol 70 V/V, Tincture From Peppermint Leaves (1:20), Extraction Solvent: Ethanol 90% (V/V), Tincture Of St. John's Wort (1:4.47), Extraction Solvent: Ethanol 70%, Tinture (1:5) Of Gentian Root, Bogbea	0	1
7539	Passion Flower Dry Extract (5 –7: 1), Extraction Solvent: Methanol 60 % (V/V)	0	3
7786	Calcium Sulfuricum Trit. D8, Echinacea Trit. D1, Acidum Silicicum D6, Calcium Iodatum Trit. D4, Kalium Iodatum Trit. D4, Thuja Occidentalis D8	0	1
8033	Mianserin	0	2
8280	Allium Cepa Ferm 34a Ø, Barium Citricum Dil. D10 Aquos. (Hab, Vs. 8b), Cutis Feti Bovis Gl Dil. D4 (Hab, Vs. 41b), Hirudo Medicinalis Ex Animale Toto Gl Ø (Hab, Vs. 41c), Mesenchym Bovis Gl Dil. D4 (Hab, Vs. 41b), Thuja Occidentalis E Summitatibus Ferm 33	0	1
8527	Nitisinone	0	6
8774	Aurum Metallicum Praeparatum Dil. D30, Myrrha Dil. D6, Olibanum Dil. D12	0	1
9021	Pegvaliase	0	1
9268	Apisinum Trit. D 10, Fraxinus Americana (Hab 34) Trit D 2, Natrium Chloratum Trit. D3, Sepia Officinalis Trit. D4, Atropa Bella-Donna Trit. D4	0	1
9515	Pramiracetam	0	1
9762	Extract From Saw Palmetto Fruit (6,5 – 9 : 1) Extraction Solvent: Supercritical Carbon Dioxide	0	2
10009	Etacrynate Sodium	0	1
10256	Sage Leaf Extract (1:4.0-6.0), Extraction Solvent: Liqueur Wine: Ethanol 96% V/V (38.25:61.75 M/M)	0	1
10503	Tincture From Valerian Root (1:5), Extraction Solvent: Ethanol 70% (V/V), Tincture From Motherwort Herb (1:5), Extraction Solvent: Ethanol 70% V/V, Tincture From Hawthorn Berries (1:10): Extraction Solvent: Ethanol 70% (V/V)	0	1
10750	Regorafenib	0	1
10997	Neomycin Sulfate, Nystatin, Ternidazole, Prednisolone Metasulfobenzoate Sodium	0	1
11244	Fenugreek	0	1
11491	Ethylmorphine Hydrochloride, Tincture Of Grindelia	0	1
11738	Crataegus Laevigata Fruit	0	1
11985	Potassium Aspartate, Magnesium Aspartate Tetrahydrate	0	1
376	Loperamide Hydrochloride	0	243
1675	Thiamine Hydrochloride	0	37
6615	Bryonia Dioica, Arisaema Triphyllum C3, Atropa Bella-Donna C6, Calendula Officinalis C6, Kalium Bichromicum C6, Aconitum Napellus C3, Ferrum Phosphoricum C6, Hepar Sulfuris C6, Populus Candicans C6, Mercurius Solubilis, Spongia Tosta	0	1
6862	Diphtheria Toxoid, Tetanus Toxoid, Haemophilus Type B Conjugate Vaccine (Tetanus Toxoid Conjugate), Pertussis Toxoid, Pertussis Filamentous Haemagglutinin, Pertussis Pertactin, Poliovirus (Inactivated) Type 1 (Mahoney Strain) Produced On Vero Cells, Polio	0	1
7109	Potassium Citrate Monohydrate	0	1
7356	Lactobacillus Lb Inactivated	0	2
7603	Loperamide Hydrochloride Bp	0	1
7850	Biotin Sodium	0	1
8097	Dry Extract Of Melissa Leaf (4-6:1), Extraction Agent: Methanol 30% (V/V), Valerian Root Dry Extract (3-6:1), Ethanol 70 %(V/V), Dry Extract Of Passion Flower (5-7: 1), Extraction Solvent: Ethanol 50% (V/V)	0	2
8344	Tizanidine	0	13
8591	Mucor Mucedo, Cladosporium Herbarum, Botrytis Cinerea, Chaetomium Globosum, Helminthosporium Halodes, Serpula Lacrimans, Rhizopus Nigricans, Pleospora Herbarum, Aspergillus Fumigatus, Ustilago Tritici, Penicillium Notatum, Alternaria Tenuis, Cochliobolus 	0	1
8838	Bacillus Calmette-Guérin (Bcg), Tice	0	1
9085	Acidum Formicicum D2, Alumen Chromicum D1, Gelsemium Sempervirens D2	0	1
9332	Disodium Phosphate, Magnesium Glycerophosphate, Phosphoric Acid, Concentrated, Calcium Bis(Dihydrogenphosphate) Monohydrate	0	1
9579	Holcus Lanatus Pollen Extract	0	1
9826	Belladonna Trit. D3, Bismutum Subnitricum Trit. D5, Chamomilla Trit. D3, Antimonit Trit. D3	0	1
10073	China Dil. D3, Bryonia Mother Tincture, Ledum Dil D2, Thuja Dil D1, Colchicum Dil. D1, Berberis Vulgaris Mother Tincture, Rhus Toxicodendron Dil. D3, Solanum Dulcamara Dil. D3, Ulmus Campestris Dil. D3, Natrium Nitricum Dil. D3	0	1
10320	Avena Sativa D1, Passiflora Incarnata D1	0	1
10567	Sarsaparilla Officinalis D4, Terebinthina Laricina D4, Barosma D4, Acidum Arsenicosum D28, Baptisia Tinctoria D4, Capsicum Annuum D4, Cuprum Sulfuricum D6, Apisinum D8, Argentum Nitricum D6, Berberis Vulgaris D4, Equisetum Hiemale D3, Hepar Sulfuris D10, 	0	1
10814	Naphazoline Nitrate, Sulfathiazole	0	1
11061	Acidum Hydrofluoricum Dil. D 15, Ephedra Distachya Dil. D 3, Euspongia Officinalis Dil. D 3, Thyreoidinum E Gland. Thyreoid. Suis D12, Ferrum Sulfuricum D10, Fucus Vesiculosus Dil. D2	0	1
11308	Salmonella Typhi Bacteria (Inactivated)	0	1
11555	Dimenhydrinate, Pyridoxine Hydrochloride	0	1
11802	Dry Extract (Der 3-6:1) From Ginseng Root, Atractylodes Lancea Rhizome, Poria, Pinellia Ternata Root, Tangerine, Jujube Fruit, Licorice And Ginger (2 : 2 : 2 : 2 : 1 : 1 : 0.5 : 0.25), Extraction Solvent: Water	0	1
12049	Interferon Alfa, Deoxyribonucleic Acid, Interleukin-1, Interleukin-2, Ribonucleic Acid, Specific Nucleic Acid Sna-Cmv	0	1
440	Dimethyl Fumarate	0	234
3694	Magnesium Oxide	0	11
1224	Tuna	0	6
5670	Fenofibrate, Rosuvastatin	0	9
5917	Naproxen Sodium, Sumatriptan Succinate	0	6
6164	Cuprum Metallicum Dil. D5, Glandula Suprarenalis Sinistra Bovis Gl Dil. D7 (Hab, Vs. 41a)	0	1
6411	Vaccinium Myrtillus	0	2
730	Altizide, Spironolactone	0	5
2953	Scopolamine Hydrobromide	0	4
3200	Deflazacort	0	36
3447	Cefalexin Bp	0	1
1494	Hydrocortisone Acetate, Tyrothricin, Dequalinium Chloride, B Glycyrrhetinic Acid, Lidocaine Hydrochloride	0	1
6434	Helleborus Niger D3 Aquos.	0	1
6681	Hydrazine Sulfate	0	1
6928	Urtica Urens D8, Apis Mellifica D12, Lachesis D 12, Ledum Palustre D6	0	1
7175	Oxybutynin	0	1
7422	Dry Extract Of Milk Thistle Fruit (36-44:1) Equivalent To 104 Mg Silymarin, Calculated As Silibinin, Extraction Solvent: Ethyl Acetate	0	1
7669	Hydrargyrum Biiodatum D5, Stibium Sulfuratum Nigrum D2, Calendula Officinalis Mother Tincture, Conium Maculatum D2	0	1
7916	Beclometasone Dipropionate, Neomycin Sulfate	0	1
8163	Aluminium Oxide, Hydrated, Aluminium Phosphate, Hydrated, Guar, Magnesium Hydroxide	0	3
8410	Turnera Diffusa Trit. D4	0	2
8657	Retinol Palmitate, Riboflavin Sodium Phosphate, Thiamine Hydrochloride, Ascorbic Acid, Biotin, Colecalciferol, Cyanocobalamin, Folic Acid, Nicotinamide, Pantothenic Acid, Pyridoxine Hydrochloride, All-Rac-Phytomenadione, Dl-Alpha-Tocopherol	0	1
8904	Cholic Acid	0	1
9151	Valine, Alanine, Arginine, Cysteine, Histidine, Isoleucine, Leucine, Lysine, Methionine, Phenylalanine, Proline, Serine, Taurine, Threonine, Tyrosine, Aspartic Acid, Glutamic Acid, Glycine, Olive Oil, Refined, Soya-Bean Oil Refined, Triglycerides, Medium 	0	2
9398	Placenta Totalis Suis D12, Placenta Totalis Suis D200, Placenta Totalis Suis D30, Placenta Totalis Suis D8	0	1
9645	Mucor Mucedo, Pullularia Pullulans, Serpula Lacrimans, Rhizopus Nigricans, Aspergillus Fumigatus, Penicillium Notatum	0	1
9892	Levomenthol, Ammonium Salicylate, Camphor, Salicylic Acid	0	1
10139	Glutathione (Reduced), Sodium Salt	0	1
10386	Valerian Root Dry Extract (5-6:1), Ethanol 70 %(V/V), Dry Extract From Hop Strobile (4-8:1), Extraction Solvent: Methanol 40% (V/V), Dry Extract From Melissa Leaf (4-6:1), Extraction Solvent: Water	0	2
10633	Eschscholtzia Californica D12, Zincum Isovalerianicum Dil. D5, Argentum Nitricum Dil. D4, Lactuca Virosa Dil. D4, Delphinium Staphisagria Spag. Peka Dil. D4, Coffea Arabica D10, Natrium Tetrachloroauratum D6, Avena Sativa Mother Tincture	0	1
10880	Thymol, Liquid Extract From Thyme (Der 1:2), Extraction Solvent: Ethanol 38 % V/V	0	1
11127	Acidum Phosphoricum Trit. D 3, Avena Sativa Trit. D 1, Kalium Phosphoricum Trit. D 4, Lycopodium Clavatum Trit. D 4, Panax Ginseng Trit. D 3, Selenium Trit. D 6, Thuja Occidentale Trit. D 4	0	1
11374	Escherichia Coli Lyophilised Lysate	0	2
11621	Viscum Album Amygdali Ex Herba Recente Col. D20	0	1
11868	Hyoscyamus Niger Trit. D 4, Ignatia Trit. D3, Cimicifuga Racemosa Trit. D4, Phosphorus Trit. D12, Platinum Metallicum Trit. D12, Zincum Metallicum Trit. D12	0	1
259	Mefenamic Acid	0	28
1558	Maize Starch, Zinc Oxide	0	1
6498	Heparinoid	0	2
6745	Palbociclib	0	1
6992	Viscum Album Qu C Cu, Herba Rec., Ferm. Aqu. Extr. 1:5	0	1
7239	Propyphenazone, Salicylamide, Caffeine, Codeine Phosphate Hemihydrate, Magnesium Oxide	0	1
7486	Levomepromazine Maleate	0	9
7733	Magnesium Pidolate, Pyridoxine Hydrochloride, Magnesium Lactate Dihydrate	0	1
7980	Strychnos Nux-Vomica Dil. D4, Taraxacum Officinale Dil. D1, Quassia Amara Dil. D2, Carduus Marianus Dil. D1, Lycopodium Dil. D3	0	1
8227	Tetrofosmin	0	5
8474	Nepafenac	0	2
8721	Povidone K25	0	5
8968	Fennel Seed	0	1
9215	Valine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Threonine, Tyrosine, Aspartic Acid, Glutamic Acid, Glycine, Olive Oil, Refined, Soya-Bean Oil Refined, Tryptophan, Magnesium Chloride Hexahydrate, Potas	0	1
9462	Meadow Grass Pollen	0	1
9709	Fluocinolone Acetonide, Ketocaine Hydrochloride	0	1
9956	Glycyrrhiza Glabra L. Radix, Menthae Piperitae Folium, Pimpinella Anisum	0	1
10203	Rubidium Chloride	0	1
10450	Carmellose Sodium, Calcium Chloride, Potassium Dihydrogen Phosphate, Potassium Chloride, Sodium Chloride, Magnesium Chloride	0	1
10697	Arnica Montana C9, Sarcolacticum Acidum C3, Zincum Oxydatum C3	0	1
10944	Tolcapone	0	2
11191	Rosemary Oil, Arnica Tincture Dev (1:10): Extraction Medium Ethanol 70% (V/V)	0	2
11438	Mixture Of Menthol And Menthyl Isovalerate	0	1
11685	Cyanocobalamin, Glutamine, Dl-Phosphoserine	0	2
11932	Allergen Extracts – Textiles	0	1
323	Xylometazoline Hydrochloride	0	286
1622	Indapamide	0	112
6562	Mannitol, Potassium Chloride, Sodium Chloride	0	1
6809	Ascorbic Acid, Biotin, Folic Acid, Nicotinamide, Phytomenadione, Pyridoxine, Riboflavin, Thiamine, Zinc, Calcium, Chromium, Copper, Magnesium, Manganese, Pantothenic Acid, Phosphorus, Selenium, Retinol, Alpha-Tocopherol, Dry Extract Of Ginseng Root (3-4:1	0	1
7056	Dostarlimab	0	1
7303	Carum Carvi	0	1
7550	Valine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Threonine, Aspartic Acid, Glutamic Acid, Glycine, Soya-Bean Oil Refined, Triglycerides, Medium Chain, Tryptophan, Glucose Monohydrate, Lysine Monohydrat	0	8
7797	Acidum Phosphoricum Trit. D2, Ambra Trit. D3, Damiana Ø, Panax Ginseng Tm	0	1
8044	Sorbitol, Liquid (Crystallising), Sodium Citrate, Sodium Lauryl Sulfoacetate 70%	0	3
8291	Ammonium Carbonicum Dil. D 3, Hydrargyrum Sulfuratum Rubrum Dil. D8, Kalium Bichromicum D5, Lemna Minor D3, Arum Maculatum D4, Hydrargyrum Biiodatum D8, Lobaria Pulmonaria D4, Phosphorus Dil. D6, Hydrastis Canadensis Dil. D4	0	1
8538	Amitriptyline Hydrochloride, Medazepam	0	2
8785	Cobalt Gluconate, Zinc Gluconate, Nickel Gluconate	0	2
9032	Pancreatin, Amylase, Lipase, Protease	0	1
9279	Acidum Silicicum Trit. D3, Calcium Carbonicum Hahnemanni Trit. D 4, Kalium Nitricum Trit. D 4, Lemna Minor Trit. D 2, Sanguinaria Canadensis Trit. D 6, Teucrium Marum Trit. D5, Thuja Occidentale Trit. D 3	0	1
9526	Prednisone Micronised	0	2
9773	Extract (1:12.4) Of Hawthorn Leaf And Flower, Valerian Root, Melissa Leaf, Mistletoe, Hop Strobile, Rosemary Leaf, Bitter-Orange Epicarp And Mesocarp, Lavender Flower (7:4:4:3:2:2:2:1), Extraction Solvent: Water, Valerian Root Tincture (1:3.5-4.5), Extrac	0	1
10020	Terebinthina Laricina	0	1
10267	Levomenthol, Camphor, Racemic, Methyl Salicylate	0	2
10514	Sitagliptin Malate	0	2
10761	Atropa Belladonna Dil. D4, Semecarpus Anacardium Dil. D6, Carbo Vegetabilis Dil. D8, Chamomilla Dil. D2, Lycopodium Dil. D5	0	1
11008	Trifluoperazine Hydrochloride Bp	0	3
11255	Clobetasone Butyrate, Nystatin, Oxytetracycline	0	1
11502	Dry Extract From Fresh Horse Chestnut Seeds Corresponding To 50 Mg Triterpene Glycosides, Calculated As Anhydrous B-Aescin, Extraction Solvent: Ethanol 60% M/M	0	2
11749	Aniseed Oil Bp, Capsicum Tincture Bpc, Menthol, Levo Bp	0	1
11996	Metamizole Sodium, Paracetamol, Phenobarbital, Caffeine, Codeine Phosphate Hemihydrate	0	1
387	Nifedipine	0	69
1686	Barium Iodatum Dil. D4, Arnica Montana Dil. D4, Viscum Album Dil. D4, Nitroglycerinum Dil. D6, Urginea Maritima Dil. D4, Crataegus Dil. D4, Aurum Chloratum Dil. D5, Secale Cornutum Dil. D6	0	1
6626	Calcium Carbonicum Hahnemanni Dil. D8, Sepia Officinalis Dil. D 6, Strychnos Ignatii Dil. D 6, Acidum Nitricum Dil. D4, Aquilegia Vulgaris Dil. D4, Viburnum Opulus Dil. D3, Myristica Fragrans Dil. D6, Conyza Canadensis Dil. D3, Origanum Majorana Dil. D4, 	0	1
6873	Cod-Liver Oil (Type A), Zinc Oxide, Aluminium Acetate Tartrate Solution	0	1
7120	Lavender Oil, Ep	0	1
7367	Paracetamol, Caffeine, Opium, Prepared	0	1
7614	Aurum Metallicum Praeparatum Trit. D10, Ferrum-Quarz Trit. D2, Kalium Phosphoricum Trit. D6	0	2
7861	Atropinum Sulfuricum Dil. D5, Aconitum Napellus Dil. D5, Hydrargyrum Bicyanatum Dil. D8	0	1
8108	Mivacurium	0	2
8355	Tetanus Toxoid, N. Meningitidis Group C (Strain C11) Polysaccharide (De-O-Acetylated)	0	1
8602	Panax Ginseng D1, Hyoscyamus Niger D30, Ambra Grisea D3, Barium Carbonicum D6, Zincum Metallicum D12, Helleborus Niger D4, Barium Iodatum D4	0	1
8849	Nivolumab	0	1
9096	Echinacea Mother Tincture, Bryonia Dil. D4, Aconitum Dil. D4, Lachesis Dil. D13, Sulfur Jodatum Dil. D4	0	1
9343	Calcium, Magnesium, Potassium, Sodium, Chloride Ion, Hydrogen Phosphate, Hydrogen Carbonate	0	15
9590	Lolium Perenne Pollen	0	1
9837	Phleum Pratense Pollen Extract, Algeldrate, Arrhenatherum Elatius Pollen, Agrostis Stolonifera Pollen, Festuca Rubra Pollen, Betula Verrucosa Pollen, Holcus Lanatus Pollen Extract, Lolium Perenne Pollen Extract, Poa Pratensis Pollen Extract, Secale Cereal	0	1
10084	Benzalkonium Chloride, Tuaminoheptane Sulfate, Acetylcysteine	0	1
10331	Primula Veris Flower	0	2
10578	Codeine Phosphate Hemihydrate Pheur, Caffeine Ph. Eur., Paracetamol Ph. Eur.	0	2
10825	Solriamfetol	0	1
11072	Valerianae Extractum Siccum	0	1
11319	Conium Maculatum Dil. D 4, Sulfur Dil. D 8, Galium Aparine Dil. D6, Acidum Acetylsalicylicum D10, Acidum Ascorbicum D6, Sarcolacticum Acidum D6, Anthrachinonum D10, Coenzym A D10, Acidum Thiocticum D8, Colchicum Autumnale D4, Histaminum D10, Magnesium Glu	0	1
11566	Retinol Palmitate, Riboflavin Sodium Phosphate, Thiamine Hydrochloride, Ascorbic Acid, Biotin, Colecalciferol, Cyanocobalamin, Dexpanthenol, Folic Acid, Nicotinamide, Pyridoxine Hydrochloride, Dl-Alpha-Tocopherol	0	1
11813	Asa Foetida D4, Pulsatilla Pratensis D4, Lachesis Mutus Trit. D8, Nitroglycerinum D6, Strychnos Ignatii D4, Paris Quadrifolia D4, Thuja Occidentalis D6	0	1
12060	Interferon Alfa, Ciclosporin A, Interleukin-1, Interleukin-2, Ribonucleic Acid, Specific Nucleic Acid Sna-Hla Ii, Specific Nucleic Acid Sna-Papi	0	1
451	Ambra Grisea D12, Argentum Nitricum D12, Kalium Bromatum D12, Phosphorus D12, Zincum Isovalerianicum D12	0	1
3717	Cidofovir	0	2
1279	Amcinonide	0	2
1773	Losartan	0	22
2020	Salmeterol	0	22
2267	Magnesium Chloride Hexahydrate, Sodium Chloride, Calcium Chloride Dihydrate, Glucose Monohydrate, Sodium (S)-Lactate Solution	0	21
2514	Betaxolol Hydrochloride	0	20
785	Myrtecaine, Salicylic Acid, Diethylamine	0	2
3781	Heavy Magnesium Carbonate Bp, Citric Acid Bp	0	1
1343	Acetylcysteine, Acetic Acid, Glacial, Glycine, L-Lysine Acetate, L-Tryptophan, L-Arginine, L-Histidine, L-Isoleucine, L-Leucine, L-Methionine, L-Proline, L-Serine, L-Threonine, L-Valine, L-Phenylalanine, L-Alanine	0	3
1837	Venlafaxine Hydrochloride	0	104
2084	Proguanil Hydrochloride, Atovaquone	0	41
2331	Ciprofloxacin Hydrochloride	0	39
108	Artemisia Absinthium Ex Herba Siccata, Ethanol. Infusum Ø, Terebinthina Laricina Dil. D3	0	1
2578	Spiramycin, Metronidazole	0	19
849	Prunus Persica (613)	0	2
3845	Clindamycin Hydrochloride Monohydrate	0	2
1407	Betaine Anhydrous	0	2
1901	Arnica Montana E Planta Tota Ferm 33c Dil. D28 (Hab, Vs. 33c), Betula Pendula E Cortice, Decoctum Ø (Hab, Vs. 23a), Iris Bovis Gl Dil. D15 (Hab, Vs. 41b), Cerebellum Suis Gl Dil. D15 (Hab, Vs. 41a), Corpora Quadrigemina Suis Gl Dil. D15 (Hab, Vs. 41a), Hy	0	1
2148	Aurum Metallicum Dil. D12, Aurum Metallicum Praeparatum Dil. D10, Aurum Metallicum Praeparatum Dil. D30, Aurum Metallicum Praeparatum Dil. D15, Aurum Metallicum Dil. D20	0	1
2395	Belladonna Rh Dil. D6, Betula, Folium Dil. D3, Formica Rufa Dil. D6	0	1
172	Benzoic Acid, Malic Acid, Salicylic Acid	0	2
2642	Manganum Sulfuricum Trit. D12	0	1
913	Botulinum Toxin Type A For Injection Ph. Eur.	0	2
3909	Amiloride Hydrochloride Ph. Eur., Furosemide Ph. Eur.	0	1
1471	Thiamine Hydrochloride, Nicotinamide, Riboflavin, Pyridoxine Hydrochloride	0	5
1965	Perindopril Tosilate	0	8
2212	Cefazolin	0	35
2459	Hedera Helix	0	6
236	Salicylic Acid	0	78
2706	Etilefrine Hydrochloride	0	4
977	Riluzole	0	39
4490	Acetylated Lanolin Alcohols, Liquid Paraffin	0	1
4737	Methocarbamol, Paracetamol	0	7
4984	Natrium Chloratum D30, Natrium Sulfuricum D200, Hypophysis Suis D30, Eriodictyon Californicum D12, Acidum Arsenicosum D8, Atropa Bella-Donna D30, Bryonia D12, Carbo Vegetabilis D30, Kalium Phosphoricum D30, Veratrum Album D30	0	1
5231	Sodium Chloride, Glucose Monohydrate, Sodium Acetate Trihydrate	0	2
4554	Dexamethasone Sodium Metasulphobenzoate	0	2
4801	Donepezil	0	13
5048	Carbinoxamine Maleate, Ammonium Chloride, Codeine Phosphate, Ephedrine Hydrochloride	0	1
5295	Elranatamab	0	1
4618	Dichlorophen	0	1
4865	Menthae Piperitae Folium, Centaurii Herba, Malvae Folium	0	1
5112	Dried Pressed Juice From Fresh Flowering Purple Coneflower Herb (18-25:1)	0	1
5359	Trastuzumab Deruxtecan	0	1
4682	Ibuprofen, Isopropyl Myristate	0	2
4929	Silicea D30, Kalium Carbonicum D6, Solanum Dulcamara D30, Phosphorus D30, Ferrum Phosphoricum D12	0	1
5176	Ibuprofen Isobutanolammonium	0	2
5423	Equisetum Arvense, Herba Sicc. H 10 %	0	1
1000	Magnesium Hydroxide, Aluminium Hydroxide	0	17
5446	Vismodegib	0	1
5693	Ascorbic Acid, Folic Acid, Dried Ferrous Sulfate	0	1
5940	Calcium Acetate D2, Alchemilla Vulgaris D2, Antimonium Crudum D5, Fucus Vesiculosus D2	0	1
6187	Thiamphenicol Glycinate Hydrochloride	0	2
506	Terbutaline Sulfate	0	15
2729	Biotin, Zinc Gluconate	0	1
2976	Dry Extract From Primula Root (6-7 : 1), Extracting Agent: Ethanol 47.4% (V/V), Dry Extract From Thyme Herb (6-10 : 1), Extracting Agent: Ethanol 70% (V/V)	0	11
3223	Valeriana Officinalis L. Root Dry Extract, Melissa Leaf Dry Extract	0	2
3470	Ammi Visnaga Mother Tincture, Atropinum Sulfuricum D4, Matricaria Recutita D1, Podophyllum Peltatum D4	0	1
3996	Colecalciferol Concentrate (Oily Form)	0	6
4243	Bellis Perennis Spag. Peka Dil. D8, Vinca Minor Spag. Peka Dil. D3, Viola Tricolor Spag. Peka Dil. D2, Kreosotum Dil. D6, Hydrastis Canadensis Dil. D3, Sempervivum Tectorum Var. Tectorum Spag. Peka Dil. D3, Rhus Toxicodendron Dil. D8, Euphorbium Dil. D4	0	1
1064	Aspergillus Fumigatus	0	9
5510	Ether	0	1
5757	Metronidazole Benzoate	0	2
6004	Lofepramine Hydrochloride	0	5
6251	Hyperici Extractum Siccum	0	2
570	Vamorolone	0	1
2793	Betulae Folium, Solidaginis Herba, Restharrow Root, Equisetum	0	4
3040	Bryonia Cretica Ferm 33b Dil. D7, Aconitum Napellus E Tubere Ferm 33c Dil. D5 (Hab, Vs. 33c)	0	1
3287	Dry Extract Of Capsella Bursa-Pastoris Herb (5 – 9 : 1), Extraction Solvent: 25 % Ethanol (V/V)	0	3
