Department	Date	Shift_Type	Personnel_Category	Subcategory	Personnel_Count
Surgery	2026-04-05	Morning	Nurse	Head Nurse	2
Surgery	2026-04-05	Morning	Nurse	Nurse	3
Surgery	2026-04-05	Morning	Staff	IT Support	1
Surgery	2026-04-05	Morning	Staff	Secretary	1
Surgery	2026-04-05	Night	Doctor	Surgery	4
Surgery	2026-04-05	Night	Nurse	Assistant Nurse	2
Surgery	2026-04-05	Night	Nurse	Head Nurse	2
Surgery	2026-04-05	Night	Nurse	Nurse	2
Surgery	2026-04-05	Night	Staff	Accountant	1
Surgery	2026-04-05	Night	Staff	Admissions Clerk	1
Cardiology	2026-04-06	Evening	Doctor	Cardiology	3
Cardiology	2026-04-06	Evening	Doctor	Pathology	1
Cardiology	2026-04-06	Evening	Nurse	Assistant Nurse	2
Cardiology	2026-04-06	Evening	Nurse	Head Nurse	2
Cardiology	2026-04-06	Evening	Nurse	Nurse	2
Cardiology	2026-04-06	Evening	Staff	IT Support	1
Cardiology	2026-04-06	Evening	Staff	Secretary	1
Cardiology	2026-04-06	Morning	Doctor	Cardiology	3
Cardiology	2026-04-06	Morning	Doctor	Pathology	1
Cardiology	2026-04-06	Morning	Nurse	Assistant Nurse	2
Cardiology	2026-04-06	Morning	Nurse	Head Nurse	2
Cardiology	2026-04-06	Morning	Nurse	Nurse	2
Cardiology	2026-04-06	Morning	Staff	Admissions Clerk	1
Cardiology	2026-04-06	Morning	Staff	IT Support	1
Cardiology	2026-04-06	Night	Doctor	Cardiology	3
Cardiology	2026-04-06	Night	Doctor	Pathology	1
Cardiology	2026-04-06	Night	Nurse	Assistant Nurse	2
Cardiology	2026-04-06	Night	Nurse	Head Nurse	2
Cardiology	2026-04-06	Night	Nurse	Nurse	2
Cardiology	2026-04-06	Night	Staff	Accountant	1
Cardiology	2026-04-06	Night	Staff	Secretary	1
Emergency	2026-04-06	Evening	Doctor	Emergency Medicine	3
Emergency	2026-04-06	Evening	Doctor	Radiology	2
Emergency	2026-04-06	Evening	Nurse	Assistant Nurse	2
Emergency	2026-04-06	Evening	Nurse	Head Nurse	2
Emergency	2026-04-06	Evening	Nurse	Nurse	2
Emergency	2026-04-06	Evening	Staff	Accountant	1
Emergency	2026-04-06	Evening	Staff	Admissions Clerk	1
Emergency	2026-04-06	Morning	Doctor	Emergency Medicine	3
Emergency	2026-04-06	Morning	Doctor	Radiology	2
Emergency	2026-04-06	Morning	Nurse	Assistant Nurse	2
Emergency	2026-04-06	Morning	Nurse	Head Nurse	2
Emergency	2026-04-06	Morning	Nurse	Nurse	2
Emergency	2026-04-06	Morning	Staff	Accountant	1
Emergency	2026-04-06	Morning	Staff	Secretary	1
Emergency	2026-04-06	Night	Doctor	Emergency Medicine	3
Emergency	2026-04-06	Night	Doctor	Radiology	2
Emergency	2026-04-06	Night	Nurse	Assistant Nurse	2
Emergency	2026-04-06	Night	Nurse	Head Nurse	2
Emergency	2026-04-06	Night	Nurse	Nurse	2
Emergency	2026-04-06	Night	Staff	Admissions Clerk	1
Emergency	2026-04-06	Night	Staff	IT Support	1
ICU	2026-04-06	Evening	Doctor	Intensive Care	3
ICU	2026-04-06	Evening	Nurse	Assistant Nurse	2
ICU	2026-04-06	Evening	Nurse	Head Nurse	2
ICU	2026-04-06	Evening	Nurse	Nurse	2
ICU	2026-04-06	Evening	Staff	Accountant	1
ICU	2026-04-06	Evening	Staff	Secretary	1
ICU	2026-04-06	Morning	Doctor	Intensive Care	3
ICU	2026-04-06	Morning	Nurse	Assistant Nurse	2
ICU	2026-04-06	Morning	Nurse	Head Nurse	2
ICU	2026-04-06	Morning	Nurse	Nurse	2
ICU	2026-04-06	Morning	Staff	IT Support	1
ICU	2026-04-06	Morning	Staff	Secretary	1
ICU	2026-04-06	Night	Doctor	Intensive Care	3
ICU	2026-04-06	Night	Nurse	Assistant Nurse	2
ICU	2026-04-06	Night	Nurse	Head Nurse	2
ICU	2026-04-06	Night	Nurse	Nurse	2
ICU	2026-04-06	Night	Staff	Accountant	1
ICU	2026-04-06	Night	Staff	Admissions Clerk	1
Pathology	2026-04-06	Evening	Doctor	Microbiology	1
Pathology	2026-04-06	Evening	Doctor	Pathology	2
Pathology	2026-04-06	Evening	Nurse	Assistant Nurse	2
Pathology	2026-04-06	Evening	Nurse	Head Nurse	2
Pathology	2026-04-06	Evening	Nurse	Nurse	2
Pathology	2026-04-06	Evening	Staff	IT Support	1
Pathology	2026-04-06	Evening	Staff	Secretary	1
Pathology	2026-04-06	Morning	Doctor	Microbiology	1
Pathology	2026-04-06	Morning	Doctor	Pathology	2
Pathology	2026-04-06	Morning	Nurse	Assistant Nurse	2
Pathology	2026-04-06	Morning	Nurse	Head Nurse	2
Pathology	2026-04-06	Morning	Nurse	Nurse	2
Pathology	2026-04-06	Morning	Staff	Admissions Clerk	1
Pathology	2026-04-06	Morning	Staff	IT Support	1
Pathology	2026-04-06	Night	Doctor	Microbiology	1
Pathology	2026-04-06	Night	Doctor	Pathology	2
Pathology	2026-04-06	Night	Nurse	Assistant Nurse	2
Pathology	2026-04-06	Night	Nurse	Head Nurse	2
Pathology	2026-04-06	Night	Nurse	Nurse	2
Pathology	2026-04-06	Night	Staff	Accountant	1
Pathology	2026-04-06	Night	Staff	Secretary	1
Surgery	2026-04-06	Evening	Doctor	Surgery	4
Surgery	2026-04-06	Evening	Nurse	Assistant Nurse	2
Surgery	2026-04-06	Evening	Nurse	Head Nurse	2
Surgery	2026-04-06	Evening	Nurse	Nurse	2
Surgery	2026-04-06	Evening	Staff	Admissions Clerk	1
Surgery	2026-04-06	Evening	Staff	IT Support	1
Surgery	2026-04-06	Morning	Doctor	Surgery	4
Surgery	2026-04-06	Morning	Nurse	Assistant Nurse	2
Surgery	2026-04-06	Morning	Nurse	Head Nurse	2
Surgery	2026-04-06	Morning	Nurse	Nurse	2
Surgery	2026-04-06	Morning	Staff	Accountant	1
Surgery	2026-04-06	Morning	Staff	Admissions Clerk	1
Surgery	2026-04-06	Night	Doctor	Surgery	4
Surgery	2026-04-06	Night	Nurse	Assistant Nurse	2
Surgery	2026-04-06	Night	Nurse	Head Nurse	2
Surgery	2026-04-06	Night	Nurse	Nurse	2
Surgery	2026-04-06	Night	Staff	IT Support	1
Surgery	2026-04-06	Night	Staff	Secretary	1
Cardiology	2026-04-07	Evening	Doctor	Cardiology	3
Cardiology	2026-04-07	Evening	Doctor	Pathology	1
Cardiology	2026-04-07	Evening	Nurse	Assistant Nurse	2
Cardiology	2026-04-07	Evening	Nurse	Head Nurse	2
Cardiology	2026-04-07	Evening	Nurse	Nurse	2
Cardiology	2026-04-07	Evening	Staff	Admissions Clerk	1
Cardiology	2026-04-07	Evening	Staff	IT Support	1
Cardiology	2026-04-07	Morning	Doctor	Cardiology	3
Cardiology	2026-04-07	Morning	Doctor	Pathology	1
Cardiology	2026-04-07	Morning	Nurse	Assistant Nurse	2
Cardiology	2026-04-07	Morning	Nurse	Head Nurse	2
Cardiology	2026-04-07	Morning	Nurse	Nurse	2
Cardiology	2026-04-07	Morning	Staff	Accountant	1
Cardiology	2026-04-07	Morning	Staff	Admissions Clerk	1
Cardiology	2026-04-07	Night	Doctor	Cardiology	3
Cardiology	2026-04-07	Night	Doctor	Pathology	1
Cardiology	2026-04-07	Night	Nurse	Assistant Nurse	2
Cardiology	2026-04-07	Night	Nurse	Head Nurse	2
Cardiology	2026-04-07	Night	Nurse	Nurse	2
Cardiology	2026-04-07	Night	Staff	IT Support	1
Cardiology	2026-04-07	Night	Staff	Secretary	1
Emergency	2026-04-07	Evening	Doctor	Emergency Medicine	3
Emergency	2026-04-07	Evening	Doctor	Radiology	2
Emergency	2026-04-07	Evening	Nurse	Assistant Nurse	2
Emergency	2026-04-07	Evening	Nurse	Head Nurse	2
Emergency	2026-04-07	Evening	Nurse	Nurse	2
Emergency	2026-04-07	Evening	Staff	Secretary	2
Emergency	2026-04-07	Morning	Doctor	Emergency Medicine	3
Emergency	2026-04-07	Morning	Doctor	Radiology	2
Emergency	2026-04-07	Morning	Nurse	Assistant Nurse	2
Emergency	2026-04-07	Morning	Nurse	Head Nurse	2
Emergency	2026-04-07	Morning	Nurse	Nurse	2
Emergency	2026-04-07	Morning	Staff	IT Support	1
Emergency	2026-04-07	Morning	Staff	Secretary	1
Emergency	2026-04-07	Night	Doctor	Emergency Medicine	3
Emergency	2026-04-07	Night	Doctor	Radiology	2
Emergency	2026-04-07	Night	Nurse	Assistant Nurse	1
Emergency	2026-04-07	Night	Nurse	Head Nurse	2
Emergency	2026-04-07	Night	Nurse	Nurse	3
Emergency	2026-04-07	Night	Staff	Accountant	1
Emergency	2026-04-07	Night	Staff	Secretary	1
ICU	2026-04-07	Evening	Doctor	Intensive Care	3
ICU	2026-04-07	Evening	Nurse	Assistant Nurse	2
ICU	2026-04-07	Evening	Nurse	Head Nurse	2
ICU	2026-04-07	Evening	Nurse	Nurse	2
ICU	2026-04-07	Evening	Staff	Admissions Clerk	1
ICU	2026-04-07	Evening	Staff	IT Support	1
ICU	2026-04-07	Morning	Doctor	Intensive Care	3
ICU	2026-04-07	Morning	Nurse	Assistant Nurse	1
ICU	2026-04-07	Morning	Nurse	Head Nurse	3
ICU	2026-04-07	Morning	Nurse	Nurse	2
ICU	2026-04-07	Morning	Staff	Accountant	1
ICU	2026-04-07	Morning	Staff	Admissions Clerk	1
ICU	2026-04-07	Night	Doctor	Intensive Care	3
ICU	2026-04-07	Night	Nurse	Assistant Nurse	1
ICU	2026-04-07	Night	Nurse	Head Nurse	2
ICU	2026-04-07	Night	Nurse	Nurse	3
ICU	2026-04-07	Night	Staff	IT Support	1
ICU	2026-04-07	Night	Staff	Secretary	1
Pathology	2026-04-07	Evening	Doctor	Microbiology	1
Pathology	2026-04-07	Evening	Doctor	Pathology	2
Pathology	2026-04-07	Evening	Nurse	Assistant Nurse	2
Pathology	2026-04-07	Evening	Nurse	Head Nurse	2
Pathology	2026-04-07	Evening	Nurse	Nurse	2
Pathology	2026-04-07	Evening	Staff	Accountant	1
Pathology	2026-04-07	Evening	Staff	Admissions Clerk	1
Pathology	2026-04-07	Morning	Doctor	Microbiology	1
Pathology	2026-04-07	Morning	Doctor	Pathology	2
Pathology	2026-04-07	Morning	Nurse	Assistant Nurse	1
Pathology	2026-04-07	Morning	Nurse	Head Nurse	3
Pathology	2026-04-07	Morning	Nurse	Nurse	2
Pathology	2026-04-07	Morning	Staff	Accountant	1
Pathology	2026-04-07	Morning	Staff	Secretary	1
Pathology	2026-04-07	Night	Doctor	Microbiology	1
Pathology	2026-04-07	Night	Doctor	Pathology	2
Pathology	2026-04-07	Night	Nurse	Assistant Nurse	2
Pathology	2026-04-07	Night	Nurse	Head Nurse	2
Pathology	2026-04-07	Night	Nurse	Nurse	2
Pathology	2026-04-07	Night	Staff	Admissions Clerk	1
Pathology	2026-04-07	Night	Staff	IT Support	1
Surgery	2026-04-07	Evening	Doctor	Surgery	4
Surgery	2026-04-07	Evening	Nurse	Assistant Nurse	2
Surgery	2026-04-07	Evening	Nurse	Head Nurse	2
Surgery	2026-04-07	Evening	Nurse	Nurse	2
Surgery	2026-04-07	Evening	Staff	Accountant	1
Surgery	2026-04-07	Evening	Staff	Admissions Clerk	1
Surgery	2026-04-07	Morning	Doctor	Surgery	4
Surgery	2026-04-07	Morning	Nurse	Assistant Nurse	2
Surgery	2026-04-07	Morning	Nurse	Head Nurse	2
Surgery	2026-04-07	Morning	Nurse	Nurse	2
Surgery	2026-04-07	Morning	Staff	Accountant	1
Surgery	2026-04-07	Morning	Staff	Secretary	1
Surgery	2026-04-07	Night	Doctor	Surgery	4
Surgery	2026-04-07	Night	Nurse	Assistant Nurse	2
Surgery	2026-04-07	Night	Nurse	Head Nurse	2
Surgery	2026-04-07	Night	Nurse	Nurse	2
Surgery	2026-04-07	Night	Staff	Admissions Clerk	1
Surgery	2026-04-07	Night	Staff	IT Support	1
