Substance_id,Name
1714,"Citrullus Colocynthis Dil. D6, Auri Solutio Colloidalis Dil. D5, Pulsatilla Pratensis Dil. D12, Lilium Lancifolium Dil. D4, Viburnum Opulus D4, Crocus Dil. D4, Secale Cornutum Dil. D6"
1715,"Solanum Dulcamara Dil. D 4, Mandragora Ex Herba Dil. D4, Lytta Vesicatoria Dil. D6, Mercurius Solubilis Hahnemanni Dil. D9, Petroselinum Crispum Convar. Crispum Dil. D4"
1716,"Hyoscyamus Niger Dil. D6, Anamirta Cocculus Dil D6, Strophanthus Gratus Dil. D4, Zincum Isovalerianicum Dil. D12, Coffea Arabica Dil. D12, Avena Sativa Dil. D4, Valeriana Officinalis D4, Passiflora Incarnata D4"
1717,"Gelsemium Sempervirens Dil. D4, Echinacea Dil D4, Schoenocaulon Officinale Dil. D4, Baptisia Tinctoria Dil. D4, Aconitum Napellus Dil. D4, Ferrum Phosphoricum Dil. D8, Eupatorium Perfoliatum Dil. D4, Bryonia Dil. D4"
1718,"Cinchona Pubescens Dil. D6, Strychnos Ignatii Dil. D 6, Phosphorus Dil. D6, Acidum Phosphoricum Dil. D4"
1719,"Conium Maculatum Dil. D 4, Barium Iodatum Dil. D4, Viscum Album Dil. D4, Strychnos Nux-Vomica Dil. D12, Kalium Iodatum Dil. D4, Anamirta Cocculus Dil. D4"
1720,"Calcium Sulfuricum Dil. D6, Kalium Bichromicum Dil. D12, Luffa Operculata Dil. D4, Acidum Silicicum Dil. D8, Hydrastis Canadensis Dil. D4"
1721,"Turnera Diffusa Dil D4, Panax Ginseng Dil. D 4, Barium Iodatum Dil. D4, Selenium D6, Delphinium Staphisagria Dil. D4, Strychnos Nux-Vomica Dil. D30, Vitex Agnus-Castus Dil. D4, Acidum Phosphoricum D6"
1722,"Hypericum Perforatum D5, Platinum Metallicum Dil. D 10, Sepia Officinalis Dil. D 6, Strychnos Ignatii Dil. D 6, Auri Solutio Colloidalis Dil. D5, Mandragora Ex Herba Dil. D4, Acidum Phosphoricum D6"
1723,"Chininum Arsenicosum Dil. D 8, Avena Sativa D4, Veratrum Album Dil. D 4, Atropa Belladonna Dil. D4, Coffea Arabica D12, Lachesis Dil. D12, Lycopus Virginicus D4"
1724,"Lycopodium Clavatum Dil D 6, Magnesium Chloratum Dil. D 4, Aluminium Oxydatum D12, Strychnos Nux-Vomica D12, Bryonia Dil. D4, Sulfur Dil. D12, Natrium Chloratum Dil. D6"
1725,"Vipera Berus Dil. D12, Arnica Montana Dil. D4, Sepia Gruneris Dil. D4, Strophanthus Gratus Dil. D4, Aesculus Hippocastanum Dil. D4, Strychnos Nux-Vomica Dil. D6, Silybum Marianum Dil. D4, Hamamelis Virginiana Dil. D4"
1726,"Sepia Officinalis Dil. D 6, Sulfur Dil. D 12, Belladonna Dil. D6, Pulsatilla D6, Strychnos Ignatii D6, Lachesis Dil. D12, Sanguinaria Canadensis Dil. D4, Acidum Sulfuricum Dil. D4"
1727,"Metformin Hydrochloride, Empagliflozin"
1728,Apraclonidine
1729,Naproxen Sodium Anhydrous
1730,"Esomeprazole, Naproxen"
1731,Ivabradine Hydrochloride
1732,Aprepitant
1733,Hydralazine Hydrochloride
1734,Cabotegravir
1735,"Amlodipine, Irbesartan"
1736,Opipramol Hydrochloride
1737,Aprotinin
1738,Tipranavir
1739,"Methane, Acetylene, Carbon Monoxide"
1740,Helium
1741,"Kalium Stibyltartaricum Dil. D6, Phosphorus Dil. D10, Hedera Helix Spag. Peka Dil. D8, Bryonia Spag. Peka Dil. D4, Allium Cepa Spag. Peka Dil. D4, Hyoscyamus Niger Spag. Peka Dil. D4, Pulmonaria Officinalis Dil. D4, Polygala Senega Dil. D4"
1742,Oxcarbazepine
1743,Levacetylleucine
1744,Quinine Sulfate Dihydrate
1745,Water
1746,"Copper Sulfate, Zinc Sulphate"
1747,Sea Water
1748,"Prunus Spinosa, Summitates Rh Dil. D5, Aqua Maris Dil. D3 Aquos."
1749,"Orthosiphon Leaves Dry Extract (5-7: 1) Extraction Solvent: Water, Dry Extract Of Goldenrod (4-7:1), Ononis Spinosa Dry Extract"
1750,Carbomer
1751,Carbomer 974p
1752,"Liquid Paraffin Bp, White Soft Paraffin Bp"
1753,"Water, Purified"
1754,"Zinc Oxide, Calamine"
1755,"Cetostearyl Alcohol, Sodium Laurilsulfate"
1756,Quetiapine Fumarate
1757,"Taraxacum Officinale E Planta Tota Ferm 34c Dil. D2 (Hab, Vs. 34c), Chelidonium Majus E Floribus Ferm 34b Dil. D2 (Hab, Vs. 34b), Dryopteris Filix-Mas E Radice Ferm 33c Dil. D2 (Hab, Vs. 33c), Phyllitis Scolopendrium E Foliis Ferm 34h Dil. D2 (Hab, Vs. 34h), Pteridium Aquilinum E Foliis Ferm 34c Dil. D2 (Hab, Vs. 34c), Solidago Virgaurea Ex Herba Ferm 33c Dil. D2 (Hab, Vs. 33c)"
1758,"Taraxacum Officinale E Planta Tota Ferm 34c Dil. D4 (Hab, Vs. 34c), Chelidonium Majus E Floribus Ferm 34b Dil. D4 (Hab, Vs. 34b), Dryopteris Filix-Mas E Radice Ferm 33c Dil. D4 (Hab, Vs. 33c), Phyllitis Scolopendrium E Foliis Ferm 34h Dil. D4 (Hab, Vs. 34h), Pteridium Aquilinum E Foliis Ferm 34c Dil. D4 (Hab, Vs. 34c), Solidago Virgaurea Ex Herba Ferm 33c Dil. D4 (Hab, Vs. 33c)"
1759,Atogepant
1760,Arachis Oil Bp
1761,"Chlorphenamine, Paracetamol, Phenylephrine"
1762,"Allium Cepa Dil. D 3, Aralia Racemosa Dil. D2, Euphrasia 3c D6, Schoenocaulon Officinale D8, Acidum Silicicum Dil. D8"
1763,"Grindelia Robusta Trit. D 4, Hyoscyamus Niger Trit. D 4, Lobelia Inflata Trit. D4, Cephaelis Ipecacuanha Trit. D4"
1764,Darbepoetin Alfa
1765,"Berberis Vulgaris Urt., Cynara Scolymus Ø, Taraxacum Officinale Ø, Lycopodium Clavatum Dil. D4"
1766,"Acidum Arsenicosum Dil. D 4, Berberis Vulgaris Urt., Toxicodendron Quercifolium Dil. D2, Urtica Urens E Planta Tota Rec. Flor. Ø, Citrullus Colocynthis Dil. D4"
1767,"Calcium Carbonicum Hahnemanni Trit. D6, Calcium Phosphoricum Trit. D6, Acidum Silicicum Trit. D6, Alchemilla Vulgaris Trit. D6, Equisetum Arvense Trit. D6, Ilex Aquifolium Trit. D6, Symphytum Officinale D6"
1768,"Convallaria Majalis Urtinktur, Selenicereus Grandiflorus Dil. D 1, Coffea Arabica Dil. D2, Atropa Belladonna Dil. D4, Crataegus Mother Tincture"
1769,"Drospirenone, Ethinylestradiol Micronized"
1770,Nitrofurantoin
1771,Azithromycin Dihydrate
1772,Leflunomide
1773,Losartan
1774,Azelaic Acid
1775,"Extractum Spissum Compositum Ex: Arnicae Et Calendulae Anthodis, Der: 3-7:1, Ekstrahent: Metanol 90 %), Hippocastani Corticis Extractum Siccum: Der: 40-90:1, Ekstrahent: Metanol 90 %"
1776,Sulbutiamine
1777,"Archangelica, Ethanol. Decoctum Ø"
1778,"Angelica Archangelica E Radice Ferm 33c Dil. D2 (Hab, Vs. 33c), Argentum Nitricum Dil. D14 Aquos. (Hab, Vs. 5b), Hyoscyamus Niger Ex Herba Ferm 33d Dil. D3 (Hab, Vs. 33d), Salvia Officinalis E Foliis Ferm 33d Ø (Hab, Vs. 33d), Pyrit Trit. D2"
1779,Meropenem Trihydrate
1780,Rhodiola Rosea
1781,Rhodiola Rosea Root And Rhizome Dry Extract
1782,Dry Bearberry Leaf Extract (Der 2.5 - 4.5:1)
1783,Ketoprofen Lysine
1784,Arginine Hydrochloride
1785,"Disodium Phosphate Dodecahydrate, Sodium Dihydrogen Phosphate Dihydrate"
1786,"Potassium Chloride, Sodium Chloride, Sodium Lactate"
1787,"Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Acetate, Sodium Chloride, Calcium Chloride Hexahydrate"
1788,"Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Hexahydrate, Sodium Lactate"
1789,"Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Hexahydrate, Glucose, Sodium Lactate"
1790,"Sodium Chloride, Glucose"
1791,"Potassium Chloride, Sodium Chloride, Calcium Chloride Hexahydrate"
1792,"Potassium Chloride, Sodium Chloride, Calcium Chloride Hexahydrate, Glucose"
1793,"Potassium Chloride, Sodium Chloride, Calcium Chloride Hexahydrate, Sodium Lactate"
1794,Glucose
1795,Mannitol
1796,"Dry Extract From Ginseng Root (3-4,5:1), Extraction Solvent Ethanol 30 % (M/M)"
1797,"Thyme Herb Dry Extract (6-10:1), Extracting Agent: Ethanol 70% (V/V)"
1798,"Artichoke Leaf Dry Extract (4-6:1), Extraction Agent: Water"
1799,Artichoke Leaf Dry Extract (4-6:1): Extraction Agent: Water
1800,"Dry Extract From Hawthorn Leaf And Flower (4-7:1), Extraction Solvent: Ethanol 45 % (V/V)"
1801,Tryptophan
1802,"Milk Thistle Dry Extract 162.5 - 250 Mg (20-35:1), Corresponding To 105 Mg Silymarine (Calculated As Silibinin), Extraction Solvent: Ethyl Acetate"
1803,Milk Thistle Fruit Extract
1804,Orthosiphon Leaves Dry Extract (5-7: 1) Extraction Solvent: Water
1805,"Dry Hydroalcoholic Extract Of Valerian Root (4-7:1), Extraction Solvent: Ethanol 70% V/V, Dry Extract From Hop Strobile (4–8:1), Extraction Solvent: Ethanol 40 % (V/V)"
1806,"Amoxicillin, Bromhexine"
1807,Hydroxycarbamide
1808,Pipecuronium Bromide
1809,Chloroquine Phosphate
1810,Teriflunomide
1811,Fingolimod
1812,Edoxaban
1813,Diclofenac Potassium
1814,Lercanidipine Hydrochloride
1815,Sugammadex Sodium
1816,"Stimulon, Respiratory Syncytial Virus, Glycoprotein F, Recombinant, Stabilised In The Pre-Fusion Conformation, Adjuvanted With As01e, 3-O-Desacyl-4'-Monophosphoryl Lipid A"
1817,Clindamycin
1818,Argatroban Monohydrate
1819,Silver Nitrate
1820,Silver Protein
1821,"Argentum Metallicum Praeparatum Dil. D20, Berberis, Fructus Rh Dil. D3, Quarz Dil. D12"
1822,"Argentum Nitricum D4, Bismutum Subnitricum D8, Atropinum Sulfuricum D5"
1823,"Argentum Metallicum Dil. D30, Echinacea Angustifolia, Planta Tota Rh Dil. D6"
1824,"Argentum Metallicum Dil. D19 Aquos., Quarz Dil. D29 Aquos."
1825,"Argentum Metallicum Praeparatum Dil. D20, Argentum Metallicum Praeparatum Dil. D8, Argentum Metallicum Praeparatum Dil. D12, Argentum Metallicum Praeparatum Dil. D30"
1826,"Argentum Metallicum Praeparatum Dil. D8 Aquos., Argentum Metallicum Praeparatum Dil. D6 Aquos., Argentum Metallicum Praeparatum Dil. D20, Argentum Metallicum Praeparatum Dil. D12, Argentum Metallicum Praeparatum Dil. D30"
1827,Argentum Metallicum Praeparatum Trit. D1
1828,"Argentum Metallicum Praeparatum Trit. D6, Argentum Metallicum Praeparatum Trit. D12, Argentum Metallicum Praeparatum Trit. D20, Argentum Metallicum Praeparatum Trit. D30"
1829,"Argentum Nitricum Dil. D19 Aquos. (Hab, Vs. 5b), Chlorophyceae Ferm 33e Dil. D2 (Hab, Vs. 33e), Eucalyptus Globulus E Foliis Ferm 33d Ø (Hab, Vs. 33d), Echinacea Pallida E Planta Tota Ferm 33c Dil. D1 (Hab, Vs. 33c), Thuja Occidentalis E Summitatibus Ferm 33e Dil. D2 (Hab, Vs. 33e)"
1830,"Argentum Metallicum Dil. D5, Saccharum Sacchari Dil. D9 Aquos. (Hab, Vs. 5b)"
1831,Argentum-Corpus Vitreum Bovis Dil. D6 Aquos.
1832,"Sorbitol (E420), L-Arginine Hydrochloride"
1833,Arginine L(+) Hydrochloride
1834,"Amlodipine, Indapamide, Perindopril Arginine"
1835,"Emtricitabine, Tenofovir Disoproxil Succinate"
1836,Argipressin
1837,Venlafaxine Hydrochloride
1838,"Cinnamomum Cassia Essential Oil, Menthol, Peppermint Oil, Lemon Oil, Melissa Oil, Thymus Essential Oil, Coriander Oil, Myristica Fragrans Essential Oil, Caryophylli Floris Aetheroleum"
1839,Mesalazine
1840,Levosulpiride
1841,Sulfathiazole Silver
1842,"Ephedrine Hydrochloride, Silver Protein"
1843,"Soft Extract Of Fresh Salvia Officinalis Inflorescences (2,2-2,7:1), Extraction Solvent: Ethanol 68 % (V/V)"
1844,"Air, Compressed"
1845,"Betamethasone, Calcipotriol"
1846,Paricalcitol
1847,Paliperidone Palmitate
1848,Fesoterodine Fumarate
1849,Risedronate Monosodium Hemi-Pentahydrate
1850,Fondaparinux Sodium
1851,Paroxetine Hydrochloride
1852,"Cynara Scolymus Leaf, Cryoground"
1853,"Hamamelis Virginiana Leaf, Cryoground"
1854,"Nettle Root, Cryoground"
1855,"Ruscus Aculeatus Rhizome, Cryoground"
1856,Arctostaphylos Uva-Ursi Leaf
1857,Eschscholtzia Powder From The Aerial Flower Part
1858,Filipendula Ulmaria Flowering Top
1859,Hypericum Perforatum (Dry Extract Of Flower Head)
1860,Mate Leaf
1861,Melissa Leaf Powder
1862,Orthosiphon Folium
1863,Valerianae Radix Pulverata
1864,Fingolimod Hydrochloride
1865,"Perindopril Tert-Butylamine, Indapamide"
1866,"Dry Extract Of Polypodium Leucotomos Root (Der 4-6: 1), Corresponding To 2.5 - 6.25 Mg Of Quinic Acid, Extraction Solvent: Ethanol 12.5% V/V"
1867,Rrr-Alpha-Tocopherol
1868,"Oxycodone Hydrochloride, Naloxone Hydrochloride Dihydrate"
1869,Ranitidine
1870,"Arnica, Planta Tota Dil. D20, Betula, Cortex, Ethanol. Decoctum Dil. D2, Plumbum Mellitum Dil. D20"
1871,"Arnica, Planta Tota Rh Dil. D20, Betula, Cortex, Decoctum Dil. D2, Formica 42a Dil. D6"
1872,"Arnica, Planta Tota Rh Dil. D3, Levisticum Officinale Rh Dil. D3, Apis Mellifica 42b Dil. D2 Aquos."
1873,"Arnica, Planta Tota Rh Dil. D6, Levisticum Officinale Rh Dil. D6, Apis Mellifica Dil. D6"
1874,"Arnica Montana, Planta Tota Rec., Ethanol. Extr. 1:1,1, Betulae Folium, Ethanol. Decoctum 20%, Mandragora, Ethanol. Decoctum Ø, Mandragora E Radice Siccata H 10 %, Symphytum Officinale, Radix Rec., Ethanol. Decoctum 1:4,2, Rosemary Oil, Larix Decidua Resin, Aconitum Napellus Mother Tincture"
1875,"Calendula, Arnica Ad Usum Externum"
1876,"Arnica Montana Planta Tota Rec., Ethanol. Extr. (1:2)"
1877,"Tincture From Arnica Montana, Extraction Solvent: Ethanol 61% V/V"
1878,"Arnica Montana, Planta Tota Rec., Ethanol. Extr. 1:1,1, Betulae Folium, Ethanol. Decoctum 20%, Mandragora, Ethanol. Decoctum Ø, Apis Mellifica 42b Ø, Rosemary Oil, Aconitum Napellus Mother Tincture"
1879,"Cuprum Metallicum Praeparatum, Lavender Oil, Rosemary Oil, Arnicae Flos / Betulae Folium / Calendula Herba (3:4:1), Oil Extract (Der 1,2:10)"
1880,"Arnica Montana, Planta Tota Rec., Ethanol. Extr. 1:1,1, Betulae Folium, Ethanol. Decoctum 20%, Formica, Glycerol. Extr. 1:3, Mandragora, Ethanol. Decoctum Ø, Rosemary Oil, Aconitum Napellus Mother Tincture"
1881,"Formica, Glycerol. Extr. 1:3, Lavender Oil, Rosemary Oil, Arnicae Flos / Betulae Folium / Calendula Herba (3:4:1), Oil Extract (Der 1,2:10)"
1882,"Strychnos Nux-Vomica, China Rubra D3, Ruta Graveolens D8, Belladonna D4, Achillea Millefolium D3, Bryonia D3, Aconitum Napellus D3, Arnica Montana D4, Hypericum Perforatum D3, Sambucus Nigra D3"
1883,"Arnica Montana Dil. D3, China Rubra D3, Ruta Graveolens D8, Belladonna D4, Achillea Millefolium D3, Bryonia D3, Aconitum Napellus D3, Strychnos Nux-Vomica D4, Hypericum Perforatum D3, Sambucus Nigra D3"
1884,Arnica Tincture
1885,"Arnica Montana E Planta Tota Ferm 33c Dil. D2 (Hab, Vs. 33c)"
1886,"Liquid Extract Of Arnica Flower/Birch Leaf (1:1) (Der 1:10.94), Extraction Solvent: Ethanol/Sunflower Oil (2.3/97.7)"
1887,Arnica Montana Mother Tincture
1888,Arnica Montana Dil. D20
1889,Arnica Montana D6
1890,"Arnica Montana E Floribus W 5% (Hab, Vs. 12g Mit Nativem Olivenöl)"
1891,"Apis Mellifica Dil. D 2, Arnica Montana Dil D2, Kalium Chloratum Dil. D3, Mercurius Bijodatus Dil. D8, Sulfur Jodatum Dil. D4"
1892,Arnica Montana Ex Planta Tota Ø
1893,"Arnica Montana, Planta Tota Rec., Ethanol. Extr. 1:1,1"
1894,"Arnica, Planta Tota 2b Ø"
1895,"Arnica, Planta Tota Rh Dil. D10, Cor Bovis Dil. D10"
1896,"Arnica, Planta Tota Dil. D3"
1897,"Arnica, Planta Tota Rh Dil. D3"
1898,"Arnica Montana E Planta Tota Ferm 33c Dil. D5 (Hab, Vs. 33c), Aurum Metallicum Dil. D9"
1899,"Arnica Montana E Planta Tota Ferm 33c Dil. D19 (Hab, Vs. 33c), Aurum Metallicum Dil. D29 Aquos."
1900,"Arnica Montana E Planta Tota Ferm 33c Dil. D28 (Hab, Vs. 33c), Betula Pendula E Cortice, Decoctum Ø (Hab, Vs. 23a), Cerebellum Suis Gl Dil. D15 (Hab, Vs. 41a), Corpora Quadrigemina Suis Gl Dil. D15 (Hab, Vs. 41a), Epiphysis Suis Gl Dil. D15 (Hab, Vs. 41a), Labyrinthus Suis Gl Dil. D15 (Hab, Vs. 41a), Medulla Oblongata Suis Gl Dil. D15 (Hab, Vs. 41a), Nervus Statoacusticus Suis Gl Dil. D15 (Hab, Vs. 41a), Plumbum Mellitum Dil. D28 Aquos. (Hab, Vs. 6)"
1901,"Arnica Montana E Planta Tota Ferm 33c Dil. D28 (Hab, Vs. 33c), Betula Pendula E Cortice, Decoctum Ø (Hab, Vs. 23a), Iris Bovis Gl Dil. D15 (Hab, Vs. 41b), Cerebellum Suis Gl Dil. D15 (Hab, Vs. 41a), Corpora Quadrigemina Suis Gl Dil. D15 (Hab, Vs. 41a), Hypophysis Suis Gl Dil. D15 (Hab, Vs. 41a), Medulla Oblongata Suis Gl Dil. D15 (Hab, Vs. 41a), Nervus Opticus Suis Gl Dil. D15 (Hab, Vs. 41a), Retina Et Chorioidea Suis Gl Dil. D15 (Hab, Vs. 41c), Thalamus Suis Gl Dil. D15 (Hab, Vs. 41a), Plumbum Mellitum Dil. D28 Aquos. (Hab, Vs. 6)"
1902,"Arnica Montana E Planta Tota Ferm 33c Dil. D28 (Hab, Vs. 33c), Betula Pendula E Cortice, Decoctum Dil. D3 (Hab, Vs. 23a), Cerebellum Bovis Gl Dil. D15 (Hab, Vs. 41a), Corpora Quadrigemina Bovis Gl Dil. D15 (Hab, Vs. 41a), Hypophysis Bovis Gl Dil. D15 (Hab, Vs. 41a), Iris Bovis Gl Dil. D15 (Hab, Vs. 41b), Medulla Oblongata Bovis Gl Dil. D15 (Hab, Vs. 41a), Nervus Opticus Bovis Gl Dil. D15 (Hab, Vs. 41a), Retina Et Chorioidea Bovis Gl Dil. D15 (Hab, Vs. 41c), Thalamus Bovis Gl Dil. D15 (Hab, Vs. 41a), Plumbum Mellitum Dil. D28 Aquos. (Hab, Vs. 8b)"
1903,"Arnica Montana E Planta Tota Ferm 33c Dil. D28 (Hab, Vs. 33c), Betula Pendula E Cortice, Decoctum Dil. D3 (Hab, Vs. 23a), Cerebellum Bovis Gl Dil. D15 (Hab, Vs. 41a), Corpora Quadrigemina Bovis Gl Dil. D15 (Hab, Vs. 41a), Epiphysis Bovis Gl Dil. D15 (Hab, Vs. 41a), Labyrinthus Bovis Gl Dil. D15 (Hab, Vs. 41a), Medulla Oblongata Bovis Gl Dil. D15 (Hab, Vs. 41a), Nervus Statoacusticus Bovis Gl Dil. D15 (Hab, Vs. 41a), Plumbum Mellitum Dil. D28 Aquos. (Hab, Vs. 8b)"
1904,"Arnica Montana E Planta Tota Ferm 33c Dil. D29 (Hab, Vs. 33c), Plumbum Mellitum Dil. D29 Aquos. (Hab, Vs. 6)"
1905,"Liquid Extract Of Arnica Flower (Der 1:20), Extraction Solvent: Ethanol 58% (V/V)"
1906,"Tincture From Arnica Montana Flower (Der 1:5), Extraction Solvent: Ethanol 60%"
1907,"Arnica Montana Dil. D12, Arnica Montana Dil. D30, Arnica Montana Dil. D200"
1908,Arnica Montana C9
1909,"Liquid Extract From Fresh Arnica Flower, Extraction Solvent: Ethanol 58% V/V"
1910,"Liquid Extract From Arnica Chamissonis Flower (Der 1:1), Extraction Solvent: Ethanol 60% (V/V)"
1911,"Arnica Tincture, Hydroxyethyl Salicylate"
1912,"Arnica Montana E Floribus La 20% (Hab, Vs. 12c)"
1913,"Arnica Montana E Planta Tota Ferm 33c Ø (Hab, Vs. 33c), Formica Rufa Ex Animale Toto Gl Ø (Hab, Vs. 41c), Symphytum Officinale E Radice Ferm 34c Ø (Hab, Vs. 34c)"
1914,Arnica Flower Tincture (1:10) Extracting Solvent: Ethanol 70 % (V/V)
1915,Arnica Tincture Dev (1:10): Extraction Medium Ethanol 70% (V/V)
1916,"Extract From Arnica Chamissonis, Extraction Solvents: Ethanol And Paraffin, White Soft"
1917,"Arnica Montana C9, Bryonia C5, Rhus Toxicodendron C15"
1918,"Camphor, Racemic, Menthol, Juniper Oil, Pine Oil, Turpentine Oil"
1919,Exemestane
1920,"Levomenthol, Cinnamon Bark Oil, Ceylon, Mint Oil, Partly Dementholised, Citronella Oil, Clove Oil, Lavender Oil, Lemon Oil"
1921,"Peru Balsam, Camphor, Eucalyptus Oil, Rosemary Oil"
1922,Enoxaparin Sodium
1923,"Folic Acid, Iron"
1924,Sapropterin Dihydrochloride
1925,"Indapamide, Amlodipine Besilate, Perindopril Arginine"
1926,Arpraziquantel
1927,Perindopril Arginine
1928,"Sumbulus Moschatus (Hab 34) Dil. D2 [hab, V. 4a, Ø Mit Ethanol 62% (M/M)], Oleander Dil. D3, Spartium Scoparium Dil. D2, Iberis Amara Dil. D3, Leonurus Cardiaca Dil. D2"
1929,Arsenic Trioxide
1930,"Acidum Arsenicosum Dil. D1000, Acidum Arsenicosum Dil. D200, Acidum Arsenicosum Dil. D30, Acidum Arsenicosum Dil. D12"
1931,"Natrium Sulfuricum Dil. D 6, Carbo Vegetabilis Dil. D 12, Eriodictyon Californicum Dil. D12, Acidum Arsenicosum Dil. D8"
1932,Melarsoprol
1933,Diacerein
1934,Trihexyphenidyl Hydrochloride Bp
1935,Atorvastatin Calcium
1936,Manidipine Dihydrochloride
1937,Hypromellose
1938,"Micronised Purified Flavonoic Fraction, Consisting Of 90% Diosmin And 10% Flavonoids Expressed As Hesperidin"
1939,"Acetic Acid 80% Pure, Tincture (1:5) From Wormwood Herb And Tansy Herb With Acetic Acid 80%"
1940,"Harpagophytum Procumbens Mother Tincture, Arnica Montana Mother Tincture"
1941,Carteolol Hydrochloride
1942,Noradrenaline Hydrochloride
1943,"Arteria Suis Dil. D30, Arteria Suis Dil. D200, Arteria Suis D10"
1944,"Diclofenac Sodium, Misoprostol"
1945,Glucosamine Sulfate Sodium Chloride
1946,"Apis Mellifica Dil. D6, Ferrum Phosphoricum Dil. D8, Bryonia Cretica D6"
1947,"Ethanol, Lithium Carbonicum Dil. D4, Berberis Dil. D3"
1948,"Strychnos Nux-Vomica Dil. D4, Filipendula Ulmaria Dil. D4, Solanum Dulcamara Dil. D6, Bryonia Dil. D4, Gnaphalium Polycephalum Dil. D2, Kalium Stibyltartaricum Dil. D4, Ledum D4 Dil."
1949,Sulindac
1950,"Diclofenac Sodium, Omeprazole"
1951,"Bellis Perennis D2, Echinacea D2, Hypericum Perforatum D2, Mercurius Solubilis Hahnemanni D6, Achillea Millefolium D3, Atropa Bella-Donna D2, Calendula Officinalis D2, Aconitum Napellus D2, Arnica Montana D2, Hepar Sulfuris D6, Matricaria Recutita D3, Symphytum Officinale D6, Hamamelis Virginiana D1, Echinacea Purpurea D2"
1952,"Sulfur D6, Cartilago Suis D6, Coenzym A D8, Embryo Totalis Suis D6, Acidum Thiocticum D8, Arnica Montana D4, Funiculus Umbilicalis Suis D6, Nadidum D8, Natrium Diethyloxalaceticum D8, Placenta Totalis Suis D6, Sanguinaria Canadensis D4, Solanum Dulcamara D3, Symphytum Officinale D6, Rhus Toxicodendron D2"
1953,"Berberis Vulgaris Trit. D 3, Bryonia Trit. D 3, Ledum Palustre Trit. D 3, Apis Mellifica Trit D3"
1954,"Formica Dil. D4, Colchicum D4, Ledum Dil D2, Thuja Dil D1, Lithium Carbonicum D6, Berberis Vulgaris Mother Tincture, Rhus Toxicodendron Dil. D3"
1955,"Formica Rufa Dil. D4, Colchicum Autumnale Dil. 4, Berberis, Ledum Dil D2, Thuja Dil D1, Lithium Carbonicum D6, Rhus Toxicodendron Dil. D3"
1956,"Berberis Vulgaris Dil. D12, Ledum Palustre Dil. D12, Colchicum Autumnale Dil. D12"
1957,"Colchicum Autumnale D12, Ledum Palustre D12, Berberis Vulgaris Dil. D12"
1958,Naproxen Bp
1959,"Devil's Claw Root Dry Extract (1,5-2:1), Extraction Liquid: Ethanol 40 % V/V"
1960,Sodium Hyaluronate
1961,Crystalline Glucosamine Sulfate
1962,Glucosamine
1963,"Glucosamine Sulfate, Lidocaine Hydrochloride"
1964,"Articaine Hydrochloride, Epinephrine Bitartrate"
1965,Perindopril Tosilate
1966,"Dry Extract Of Fresh Artichoke Leaf (1:30-31), Extraction Solvent: Ethanol 65% V/V, Dry Extract Of Milk Thistle Fruit (1:2.0-2.1), Extraction Solvent: Ethanol 58% V/V, Dry Extract Of Fresh Dandelion Herb With Root (1:17-18), Extraction Solvent: Ethanol 51% V/V, Dry Extract Of Boldo Leaf (1:10-11), Extraction Solvent: Ethanol 70% V/V"
1967,Hydroxocobalamin
1968,"Articulatio Coxae Bovis Gl Dil. D5 (Hab, Vs. 41b)"
1969,"Articulatio Genus Bovis Gl Dil. D5 (Hab, Vs. 41b)"
1970,"Allium Cepa Ferm 34a Dil. D2, Arnica Montana E Planta Tota Ferm 33c Dil. D4 (Hab, Vs. 33c), Articulatio Subtalaris Bovis Gl Dil. D8 (Hab, Vs. 41b), Articulatio Subtalaris Bovis Gl Dil. D4 (Hab, Vs. 41b), Articulatio Talocruralis Bovis Gl Dil. D8 (Hab, Vs. 41b), Articulatio Talocruralis Bovis Gl Dil. D4 (Hab, Vs. 41b), Nervus Ischiadicus Bovis Gl Dil. D4 (Hab, Vs. 41a), Stannum Metallicum Dil. D13 Aquos., Symphytum Officinale E Radice Ferm 34c Dil. D1 (Hab, Vs. 34c), Tendo Bovis Gl Dil. D4 (Hab, Vs. 41b), Periosteum Bovis Gl Dil. D15 (Hab, Vs. 41b)"
1971,Meglumine Gadoterate
1972,"Dipotassium Phosphate, Potassium Dihydrogen Phosphate, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate"
1973,"Artichoke Leaf Dry Extract (4-6:1): Extraction Agent: Water, Cynara Scolymus Leaf Powder"
1974,"Artichoke Leaf Dry Extract (5.8-7.5:1), Extraction Agent: Water, Dry Extract Of Milk Thistle Fruit (25-40:1), Extraction Solvent: Acetone"
1975,"Aprotinin, Human Fibrinogen, Calcium Chloride Dihydrate, Human Thrombin"
1976,"Dimethyl Sulfoxide, Fluocinolone Acetonide, Phenylbutazone, Methyl Salicylate"
1977,"Dry Extract From Devil's Claw Root (Der 1.5-3:1), Extraction Solvent: Ethanol 60% (V/V)"
1978,"Diclofenac, Misoprostol"
1979,Povidone K30
