Medicine_id,Name
15907,Cetirizin Adgc
15908,Cetirizin Al
15909,Cetirizin Allergiesaft Aristo
15910,Cetirizin Apofri
15911,Cetirizin Aristo
15912,Cetirizin Axicur
15913,Cetirizin Bei Allergien Hexal
15914,Cetirizin Beta
15915,Cetirizin Dr.Max
15916,Cetirizin Ep
15917,Cetirizin Fair-Med Healthcare
15918,Cetirizin Genericon
15919,Cetirizin Heumann
15920,Cetirizin Hexal
15921,Cetirizin Indoco
15922,Cetirizin Micro Labs
15923,Cetirizin Norfri
15924,Cetirizin Orifarm
15925,Cetirizin Pharmasan
15926,Cetirizin Ratiopharm
15927,Cetirizin Redcare
15928,Cetirizin Saft Hexal
15929,Cetirizin Sandoz
15930,Cetirizin Stada
15931,Cetirizin Teva
15932,Cetirizin Viatris
15933,Cetirizin Zentiva
15934,Cetirizină
15935,Cetirizina Abc
15936,Cetirizina Accord
15937,Cetirizina Almus
15938,Cetirizina Alter
15939,Cetirizina Alter Genéricos
15940,Cetirizină Arena
15941,Cetirizina Aristo
15942,Cetirizina Aurobindo
15943,Cetirizina Aurobindo Italia
15944,Cetirizina Aurovitas
15945,Cetirizina Baldacci
15946,Cetirizina Bluepharma
15947,Cetirizina Ciclum
15948,Cetirizina Cinfa
15949,Cetirizina Cipla
15950,Cetirizina Combix
15951,Cetirizina Doc
15952,Cetirizina Eg
15953,Cetirizina Farmoz
15954,Cetirizina Generis
15955,Cetirizina Germed
15956,Cetirizina Gp
15957,Cetirizină Helcor
15958,Cetirizina Ipca
15959,Cetirizina Ipso Pharma
15960,Cetirizina Kern Pharma
15961,Cetirizină Laropharm
15962,Cetirizina Mabo
15963,Cetirizina Mylan
15964,Cetirizina Mylan Generics
15965,Cetirizina Mylan Generics Italia
15966,Cetirizina Normon
15967,Cetirizina Pensa
15968,Cetirizina Pharma Combix
15969,Cetirizina Rinocalm
15970,Cetirizina Sandoz
15971,Cetirizina Sandoz Farmaceutica Lda.
15972,Cetirizina Tarbis
15973,Cetirizina Tarbis Farma
15974,Cetirizina Teva
15975,Cetirizina Teva Italia
15976,Cetirizina Viatris
15977,Cetirizina Zentiva
15978,Cetirizindihydrochlorid Bei Allergien Ratiopharm
15979,Cetirizindihydrochlorid Direkt Al
15980,Cetirizindihydrochlorid Elac
15981,Cetirizindihydrochlorid Saft Stada
15982,Cetirizine 2hcl Teva
15983,Cetirizine Abz
15984,Cetirizine Allergien Ratiopharm
15985,Cetirizine Almus
15986,Cetirizine Arrow
15987,Cetirizine Arrow Conseil
15988,Cetirizine Arrow Lab
15989,Cetirizine Aurobindo
15990,Cetirizine Biogaran
15991,Cetirizine Biogaran Conseil
15992,Cetirizine Cristers
15993,Cetirizine Cristers Pharma
15994,Cetirizine Dihci Viatris
15995,Cetirizine Dihcl Allergietabletten Kruidvat
15996,Cetirizine Dihcl Cf
15997,Cetirizine Dihcl Da
15998,Cetirizine Dihcl Hooikoortstabletten Curalyn
15999,Cetirizine Dihcl Hooikoortstabletten Triangle Pharma
16000,Cetirizine Dihcl Rxt
16001,Cetirizine Dihcl Sam
16002,Cetirizine Dihcl Sanias
16003,Cetirizine Dihcl Teva
16004,Cetirizine Dihydrochloride
16005,Cetirizine Dihydrochloride Crescent Pharma
16006,Cetirizine Dihydrochloride Flamingo
16007,Cetirizine Dihydrochloride Flamingo Pharma Uk
16008,Cetirizine Dihydrochloride Haleon
16009,Cetirizine Dihydrochloride Kent Pharmaceuticals
16010,Cetirizine Dihydrochloride Pinewood
16011,Cetirizine Dihydrochloride Somex Pharma
16012,Cetirizine Dihydrochloride Special Concept Development (Uk)
16013,Cetirizine Dihydrochloride Wockhardt Uk
16014,Cetirizine Eg
16015,Cetirizine Eg Labo Conseil
16016,Cetirizine Ennogen Healthcare Limited
16017,Cetirizine Evolugen
16018,Cetirizine Gp
16019,Cetirizine Haleon
16020,Cetirizine Haleon Pharma
16021,Cetirizine Hydrochloride (One A Day) Chanelle Medical
16022,Cetirizine Hydrochloride Accord-Uk
16023,Cetirizine Hydrochloride Aspar Pharmaceuticals
16024,Cetirizine Hydrochloride Bristol Laboratories
16025,Cetirizine Hydrochloride Chanelle Medical
16026,Cetirizine Hydrochloride Galpharm Healthcare
16027,Cetirizine Hydrochloride Kent Pharmaceuticals
16028,Cetirizine Hydrochloride Milpharm
16029,Cetirizine Hydrochloride Pinewood Laboratories
16030,Cetirizine Hydrochloride Relonchem
16031,Cetirizine Hydrochloride Torrent Pharma (Uk)
16032,Cetirizine Indoco
16033,Cetirizine Livsane
16034,Cetirizine Pharmaclan
16035,Cetirizine Pxgpharma
16036,Cetirizine Ratiopharm
16037,Cetirizine Sandoz
16038,Cetirizine Sandoz Conseil
16039,Cetirizine Siromed
16040,Cetirizine Teva
16041,Cetirizine Teva Sante
16042,Cetirizine Teva Uk
16043,Cetirizine Tevagen
16044,Cetirizine Tevateva
16045,Cetirizine Uxa
16046,Cetirizine Viatris
16047,Cetirizine Viatris Conseil
16048,Cetirizine Zentiva
16049,Cetirizine.2hcl Sandoz
16050,Cetirizinedihydrochloride Aurobindo
16051,Cetirizínium-Dichlorid Ratiopharm
16052,Cetirizinum Us Pharmacia
16053,Cetirmar
16054,Cetirol
16055,Cetix
16056,Cetix Spray Nasal
16057,Cetixin
16058,Cetoalergedd
16059,Cetoconazol Folicalm
16060,Cetomacrogol Bp 1988 Formula A
16061,Cetornan
16062,Cetorolac
16063,Cetorolac Accord
16064,Cetorolac Fresenius Ip
16065,Cetorolac Generis
16066,Cetorolac Kabi
16067,Cetraben
16068,Cetraben Protect Antimicrobial
16069,Cetraflux
16070,Cetraxal
16071,Cetraxal 2mg/Ml
16072,Cetraxal Comp
16073,Cetraxal Comp Ukonserveret
16074,Cetraxal Duo
16075,Cetraxal Ótico
16076,Cetraxal Plus
16077,Cetrifarm
16078,Cetrimide Antiseptic Crescent Pharma
16079,Cetrimide Antiseptic First Aid Kent Pharmaceuticals Limited
16080,Cetrimide Antiseptic First Aid Morrisons
16081,Cetrimide Antiseptic Numark
16082,Cetrimide Antiseptic Superdrug
16083,Cetrimide Antiseptic Tesco Health
16084,Cetrimide Antiseptic Wilko
16085,Cetrine
16086,Cetrine Allergy
16087,Cetririzina Medreg
16088,Cetrix
16089,Cetriz
16090,Cetrizin Aurobindo
16091,Cetrorelix Sun
16092,Cetrotide
16093,Cetura
16094,Cetylpyridinium / Lysozyme Sans Sucre Édulcoré Au Sorbitol Et À La Saccharine Arrow Conseil
16095,"Cetylpyridinium / Lysozyme Sans Sucre, Édulcoré Au Sorbitol Et À La Saccharine Biogaran Conseil"
16096,Cetylpyridiniumchlorid Smartpractice Europe
16097,Cetylstearylalkohol Smartpractice Europe
16098,Cetyryzyna Promedo
16099,Ceurolex Sr
16100,Cevedalo
16101,Cevenfacta
16102,Ceverme
16103,Cevikap
16104,Cevinolon
16105,Cevitect Thymian Pastillen
16106,Cevitol
16107,Cevitt Orange
16108,Cevitt Zitrone
16109,Cexado
16110,Cexidal
16111,Ceyesta
16112,Ceyesto
16113,Cezarius
16114,Cezemin 200 Mg Prolonged-Release Tablets
16115,Cezemin 400 Mg Prolonged-Release Tablets
16116,Cezera
16117,Ceziboe
16118,Ceziboe Sun
16119,Cezid
16120,Chalant
16121,Chamoca M Zur Anwendung Beim Menschen
16122,Chamomilla
16123,Chamomilla / Malachit Comp.
16124,"Chamomilla Cupro Culta, Radix Rh D2 Weleda"
16125,"Chamomilla Cupro Culta, Radix Rh D3 Weleda"
16126,"Chamomilla Cupro Culta, Radix, Ethanol. Decoctum"
16127,Chamomilla E Radice
16128,Chamomilla Pentarkan Mischung
16129,"Chamomilla Recutita, Radix, Ethanol. Decoctum Urtinktur Weleda"
16130,Chamomilla Teva
16131,Chamomilla Vulgaris 9 Ch Boiron
16132,Chamomilla/Nicotiana
16133,Champix
16134,Chantico
16135,Charbon De Belloc
16136,Chariva
16137,Chariva 21+7
16138,Chelatran
16139,Chelidonium
16140,Chelidonium Comp.
16141,Chelidonium Ferro Cultum D3 Weleda
16142,Chelidonium Ferro Cultum Rh D3
16143,Chelidonium Ferro Cultum Rh D3 Weleda
16144,Chelidonium Rh D4 Weleda
16145,Chelidonium/Colocynthis Wala Heilmittel
16146,Chelidonium-Homaccord
16147,Chelidonium-Homaccord N
16148,Chemacin
16149,Chemicetina
16150,Chemiderm
16151,Chemiderm Τοπικό Αντιμυκnτιασικό Φάρμακο
16152,Chemoterol
16153,Chemydur 60xl
16154,Chemydur Xl
16155,Chenodeoxycholic Acid Leadiant
16156,Chenpen
16157,Cherry Flavour Ultra Chloraseptic Anaesthetic Throat
16158,Chesty Cough & Congestion Relief
16159,Chetotifene Mylan Generics
16160,Chex
16161,Chiana-Olaj
16162,Chiaridoxina
16163,Chiaro
16164,Chibro Cadron
16165,Chibro-Proscar
16166,Chibroxin
16167,Chibroxine
16168,Chibroxol
16169,Chiclida
16170,Children’s Chloraseptic Sore Throat Spray
16171,Children's 3 Months Plus Simple Cough
16172,Children's Ibuprofen Galpharm
16173,Children's Nappy Rash
16174,Childrens Paracetamol Galpharm
16175,Chilvax
16176,China-Homaccord S
16177,China-Oel
16178,China-Oel Kutan Mibe
16179,Chinasorin
16180,Chingor
16181,Chinidina
16182,Chinidin-Wagner
16183,Chinin Axunio
16184,Chinin Divapharma
16185,Chinina Cloridrato Agenzia Industrie Difesa - Stabilimento Chimico Farmaceutico Militare
16186,Chinina Cloridrato Galenica Senese
16187,Chinina Cloridrato S.A.L.F
16188,Chinina Solfato Nova Argentia
16189,Chininsulfate Axunio
16190,Chinocid
16191,Chinofungin
16192,Chinopamil
16193,Chinoplus
16194,Chinotal
16195,Chiro Des
16196,Chiropharm
16197,Chiroplexan H
16198,Chirosyn Händedesinfektion
16199,Chisan
16200,Chleya
16201,Chloee
16202,Chlooramfenicol Minims Bausch Health Ireland Limited
16203,Chlooramfenicol Teva
16204,Chlooramfenicol-Pos 1%
16205,Chloorhexidinedigluconaat Added Pharma
16206,Chloorhexidinedigluconaat Denteck
16207,Chloorhexidinedigluconaat In Alcohol Melita
16208,Chloorhexidinegluconaat Added Pharma
16209,Chloorhexidinetinctuur Fresenius Kabi
16210,"Chloorhexidinetinctuur, Rood Fresenius Kabi"
16211,Chloortalidon Focus Care
16212,Chloortalidon Glenmark
16213,Chloortalidon Teva
16214,Chloortalidon Xiromed
16215,Chlophazolin
16216,Chloracetamid Smartpractice Europe
16217,Chloractil
16218,Chloradirect Severe Sore Throat Relief
16219,Chloral Hydrate
16220,Chloral Hydrate Colonis Pharma
16221,Chloraldurat
16222,Chloralieve Blackcurrant Flavour
16223,Chloralieve Honey & Lemon Flavour
16224,Chloralieve Mint Flavour
16225,Chlorambucil Aspen
16226,Chloraminophene
16227,Chloramphenicol (Χωρίσ Συντηρητικό) Pharmathen
16228,Chloramphenicol Agepha
16229,Chloramphenicol Antibiotic Martindale Pharma
16230,Chloramphenicol Antibiotic Martindale Pharmaceuticals
16231,Chloramphenicol Blumont Pharma
16232,Chloramphenicol Chelonia Healthcare
16233,Chloramphenicol Chemidex Pharma
16234,Chloramphenicol Crescent Pharma
16235,Chloramphenicol Essential Pharma
16236,Chloramphenicol Fdc International
16237,Chloramphenicol Kensington Pharma
16238,Chloramphenicol Martindale Pharmaceuticals
16239,Chloramphenicol Medicom Healthcare
16240,Chloramphenicol Numark
16241,Chloramphenicol Smartpractice Europe
16242,Chloramphenicol Vuab
16243,Chloranic
16244,Chlorapred
16245,Chloraprep
16246,Chloraprep Anaranjado
16247,Chloraprep Colore
16248,Chloraprep Coloré
16249,Chloraprep Con Colorante
16250,Chloraprep Färgad
16251,Chloraprep Gefärbt
16252,Chloraprep Incoloro
16253,Chloraprep Laranja
16254,Chloraprep Med Farge
16255,Chloraprep Värillinen
16256,Chloraprep With Tint
16257,Chlorchinaldin
16258,Chlorchinaldin H
16259,Chlorchinaldin O Smaku Czarnej Porzeczki
16260,Chlorchinaldin Vp
16261,Chlorchinaldol Smartpractice Europe
16262,Chlorcresol Smartpractice Europe
16263,Chlordiazepoxide Capsules
16264,Chlordiazepoxide Crescent Pharma Limited
16265,Chlordiazepoxide Genethics Europe
16266,Chlordiazepoxide Kent Pharmaceuticals
16267,Chlordiazepoxide Special Concept Development (Uk)
16268,Chlorek Strontu 89srcl2 Polatom
16269,Chlorel
16270,Chlorhexamed
16271,Chlorhexamed Fluid
16272,Chlorhexamed Forte Alkoholfrei
16273,Chlorhexamed Forte Zur Anwendung In Der Zahnarztpraxis
16274,Chlorhexamed Mundgel
16275,Chlorhexamed Praxis
16276,Chlorhexidinbis(D-Gluconat) Engelhard Arzneimittel
16277,Chlorhexidindigluconat Smartpractice Europe
16278,Chlorhexidine / Benzalkonium / Alcool Benzylique Eg
16279,Chlorhexidine Acetate And Cetrimide Baxter Healthcare
16280,Chlorhexidine Acetate And Cetrimide Baxter Holding
16281,Chlorhexidine Acetate Bp Baxter Healthcare
16282,Chlorhexidine Acetate Bp Baxter Holding
16283,Chlorhexidine Alcoolique Gilbert Healthcare
16284,Chlorhexidine Aqueuse Sterile Gilbert
16285,Chlorhexidine Arrow
16286,Chlorhexidine Arrow Conseil
16287,Chlorhexidine Biogaran
16288,Chlorhexidine Digluconate / Alcool Isopropylique Gilbert Healthcare
16289,Chlorhexidine Digluconate / Isopropyl Alcohol 3m
16290,Chlorhexidine Digluconate Hibi
16291,Chlorhexidine Digluconate Kent Pharma Uk
16292,Chlorhexidine Gluconate Biobos
16293,Chlorhexidine Gluconate Northumbria Pharma
16294,Chlorhexidine Liberty Pharma
16295,Chlorhexidine Viatris
16296,Chlorhexidine/ Chlorobutanol Arrow
16297,Chlorhexidine/Benzalkonium/Alcool Benzylique Biogaran
16298,Chlorhexidine/Benzalkonium/Alcool Benzylique Biogaran Conseil
16299,Chlorhexidine/Benzalkonium/Alcool Benzylique Viatris Conseil
16300,Chlorhexidine/Chlorobutanol Biogaran
16301,Chlorhexidine/Chlorobutanol Biogaran Conseil
16302,Chlorhexidine/Chlorobutanol Eg
16303,Chlorhexidine/Chlorobutanol Sandoz
16304,Chlorhexidine/Chlorobutanol Teva
16305,Chlorhexidine/Chlorobutanol Viatris
16306,Chlorhexidine/Chlorobutanol Zentiva
16307,Chlorhexidine/Lidocaine Chemineau
16308,Chlorhexidinebis(D-Gluconate) Engelhard Arzneimittel
16309,Chlorhydrate D’articaine + Adrenaline Normon
16310,Chlorhydrate D’oxybuprocaine Thea
16311,Chlorhydrate De Diltiazem Viatris
16312,Chlorhydrate De Lidocaine Renaudin
16313,Chlorhydrate De Metoclopramide Renaudin
16314,Chlorhydrate De Procaïne Lavoisier
16315,Chlorhydrate De Pyridoxine Renaudin
16316,Chlorhydrate De Sevelamer Waymade
16317,Chlorhydrate D'heptaminol Liberty Pharma
16318,Chlorhydrate D'irinotécan Trihydraté Sun
16319,Chlorhydrate D'oxymétazoline Eg
16320,Chlorid Sodný Aptapharma
16321,Chlorid Sodný B. Braun
16322,Chlorid Sodný Baxter
16323,Chlorid Sodný Envibag Imuna
16324,Chlorid Sodný Grifols
16325,Chlorid Sodný-Viaflo Baxter
16326,Chlormadinone Sandoz
16327,Chlorocyclinum 3 %
16328,Chloromycetin Redidrops
16329,Chloropernazinum
16330,Chloropromazine Pinewood Laboratories
16331,Chloroquine And Proguanil Anti-Malarial Alliance Pharmaceuticals
16332,Chloroquine Phosphate Bristol Laboratories
16333,Chloroquine Phosphate Remedica
16334,Chlorphenamine
16335,Chlorphenamine Bristol Laboratories
16336,Chlorphenamine Crescent Pharma
16337,Chlorphenamine Elixir
16338,Chlorphenamine Evolan Pharma
16339,Chlorphenamine Kent Pharma Uk
16340,Chlorphenamine Macarthys Laboratories Ltd
16341,Chlorphenamine Maleate Almus
16342,Chlorphenamine Maleate Crescent Pharma
16343,Chlorphenamine Maleate The Boots Company
16344,Chlorphenamine Special Concept Development (Uk)
16345,Chlorphenamine Strides Pharma Uk
16346,Chlorphenamine Synchrony Pharma
16347,Chlorphenamine Wockhardt Uk
16348,Chlorpromazine
16349,Chlorpromazine Dr. Reddy's Laboratories (Uk)
16350,Chlorpromazine Hcl Chelonia Healthcare
16351,Chlorpromazine Hcl Chlorpromazine Hcl
16352,Chlorpromazine Hydrochloride Rosemont Pharmaceuticals
16353,Chlorpromazine Northumbria Pharma
16354,Chlorpromazine Pinewood Laboratories Limited
16355,Chlorpromazine Remedica
16356,Chlorprothixen Hasco
16357,Chlorprothixen Holsten
16358,Chlorprothixen Léčiva
16359,Chlorprothixen Neuraxpharm
16360,Chlorprothixen Zentiva
16361,Chlorsuccillin
16362,Chlortalidon Axiromed
16363,Chlortalidon Glenmark
16364,Chlortalidon Hexal
16365,Chlortalidone Aurobindo
16366,Chlortalidone Glenmark Pharmaceuticals Europe
16367,Chlortalidone Morningside Healthcare
16368,Chlorumagene
16369,Chlorure De Benzoxonium / Chlorhydrate De Lidocaïne Eg (Eurogenerics) Sa
16370,Chlorure De Calcium Renaudin
16371,Chlorure De Magnesium Lavoisier
16372,Chlorure De Methacholine Panpharma
16373,Chlorure De Potassium + Glucose Fresenius Kabi
16374,Chlorure De Potassium B. Braun
16375,Chlorure De Potassium Cooper
16376,Chlorure De Potassium Et Chlorure De Sodium Kabi
16377,Chlorure De Potassium Et Glucose Kabi
16378,Chlorure De Potassium Lavoisier
16379,Chlorure De Potassium Noridem
16380,Chlorure De Potassium Proamp Laboratoire Aguettant
16381,Chlorure De Potassium Renaudin
16382,Chlorure De Sodium Aguettant
16383,Chlorure De Sodium B. Braun
16384,Chlorure De Sodium Bioluz
16385,Chlorure De Sodium Cooper
16386,Chlorure De Sodium Dirinco
16387,Chlorure De Sodium Fresenius
16388,Chlorure De Sodium Fresenius Kabi
16389,Chlorure De Sodium Grifols
16390,Chlorure De Sodium Hypertonique Cooper
16391,Chlorure De Sodium Hypertonique Lavoisier
16392,Chlorure De Sodium Kabipac
16393,Chlorure De Sodium Lavoisier
16394,Chlorure De Sodium Proamp
16395,Chlorure De Sodium Proamp Laboratoire Aguettant
16396,Chlorure De Sodium Renaudin
16397,Chlorure De Sodium Vantive
16398,Chlorure De Sodium Viaflo Baxter
16399,"Chlorure De Sodium, Viaflo Baxter"
16400,Chlorure De Thallium (201tl) Cis Bio International
16401,Chlorure De Thallium [201ti] Curiumpharma
16402,Chlorure De Trospium Viatris
16403,Chlorure D'indium [111in] Curiumpharma
16404,Chlorxylenol Smartpractice Europe
16405,Choanol N
16406,Cholagol
16407,Chol-Do
16408,Chol-Do Globuli
16409,Cholecalciferol
16410,Cholecalciferol Afortas
16411,Cholecalciferol Alept
16412,Cholecalciferol Arrow
16413,Cholecalciferol Biogaran
16414,Cholecalciferol Crinex
16415,Cholecalciferol Cristers
16416,Cholecalciferol Eg
16417,Cholecalciferol Evolugen
16418,Cholecalciferol Fagron
16419,Cholecalciferol Focus Care
16420,Cholécalciférol Fultivit-D3
16421,Cholecalciferol Gerda
16422,Cholecalciferol Heumann
16423,Cholecalciferol Ibsa
16424,Cholecalciferol Invos
16425,Cholecalciferol Laboratoire X.O
16426,Cholecalciferol Meditop
16427,Cholecalciferol Mibe
16428,Cholecalciferol Mylan
16429,Cholecalciferol Patent Pharma
16430,Cholecalciferol Pharmacare
16431,Cholecalciferol Pharmamatch
16432,Cholecalciferol Pharmascope
16433,Cholecalciferol Pharmexon
16434,Cholecalciferol Sandoz
16435,Cholecalciferol Stada Arzneimittel
16436,Cholecalciferol Stada Arzneimittel Ag
16437,Cholecalciferol Strides
16438,Cholecalciferol Strides Pharma Cyprus
16439,Cholecalciferol Substipharm
16440,Cholecalciferol Teva
16441,Cholecalciferol Uve Crinex
16442,Cholecalciferol Viatris
16443,Cholecalciferol Wörwag Pharma
16444,Cholecalciferol Zentiva
16445,Cholecalciferol Zydus
16446,Cholecomb
16447,Chole-Cyl L Ho-Len-Complex Leber-Galle-Complex
16448,Choledyl
16449,Cholemed
16450,Choleodoron
16451,Cholespark
16452,Cholestagel
16453,Cholestil
16454,Cholestil Max
16455,Cholestyramine
16456,Cholezta
16457,Cholhepan
16458,Cholhepan®-Hom N
16459,Choliatron
16460,Cholib
16461,Choli-D3
16462,Choligrip
16463,Choligrip Menthol Active
16464,Cholinex
16465,Cholinex Direct
16466,Cholinex Intense
16467,Cholitol
16468,Cholo 2 Injektopas
16469,Cholscan
16470,Cholspasmin
16471,Cholurso
16472,Cholview
16473,Cholzet
16474,Chondroitin Sulfate Ibsa
16475,Chondroitin Sulphate Rovi
16476,"Chondroitine Sulfate Sans Sucre, Édulcoré Au Xylitol Ibsa"
16477,Chondromel
16478,Chondrosulf
16479,Chondrosulf Sans Sucre Édulcoré Au Xylitol
16480,Chontral
16481,Chophytol
16482,Chorapur
16483,Chordyna
16484,Choriomon
16485,Chrobion
16486,Chromoprol
16487,Chronada
16488,Chrono-Indocid
16489,Chrysantheme Bencard Allergie
16490,Chrysolith Comp.
16491,Chymexan
16492,Cialis
16493,Cialis For Men
16494,Cialis Reseptfri
16495,Cialis Together
16496,Ciamemazina Generis
16497,Cianocobalamina Generis
16498,Cianocobalamina Labesfal
16499,Cianocobalamina Medinfar
16500,Ciatyl-Z
16501,Ciatyl-Z Acuphase
16502,Ciatyl-Z Depot
16503,Ciatyl-Z Tropfen
16504,Cibacen
16505,Cibadrex
16506,Cibalgina Due Fast
16507,Cibalginafor
16508,Cibel
16509,Cibel Continu
16510,Cibinqo
16511,Cibivin
16512,Cicaderma
16513,Cicatrol
16514,Cichorium Stanno Cultum D3 Weleda
16515,Cichorium Stanno Cultum Rh D3
16516,Cichorium Stanno Cultum Rh D3 Weleda
16517,Cichorium/Pancreas Comp.
16518,Ciclair
16519,Ciclasonide Glenmark
16520,Ciclesonid Genetic
16521,Ciclesonid Glenmark
16522,Ciclesonid Sandoz
16523,Ciclesonide Ace
16524,Ciclesonide Glenmark
16525,Ciclesonide Orifarm
16526,Ciclesonide Polpharma
16527,Ciclesonide Sandoz
16528,Cicletanine Biogaran
16529,Cicletanine Teva
16530,Cicletanine Viatris
16531,Ciclobronch
16532,Ciclochem
16533,Ciclochem Uñas
16534,Ciclocutan
16535,Ciclodin
16536,Ciclofalina
16537,Ciclofosfamida Accord
16538,Ciclofosfamidă Accord
16539,Ciclofosfamida Dr. Reddy
16540,Ciclofosfamidă Dr. Reddy’s
16541,Ciclofosfamida Hikma
16542,Ciclofosfamida Seacross
16543,Ciclofosfamide Accord
16544,Ciclograft
16545,Ciclolack
16546,Ciclolux
16547,Ciclomex
16548,Ciclonic
16549,Ciclopirox Acis
16550,Ciclopirox Adgc
16551,Ciclopirox Auxilia
16552,Ciclopirox Beta
16553,Ciclopirox Biogaran
16554,Ciclopirox Dermapharm
16555,Ciclopirox Dexcel
16556,Ciclopirox Isdin
16557,Ciclopirox Olamina Abamed
16558,Ciclopirox Olamina Isdin
16559,Ciclopirox Olamina Serra
16560,Ciclopirox Olamine Arrow
16561,Ciclopirox Olamine Biogaran
16562,Ciclopirox Olamine Gerda
16563,Ciclopirox Olamine Pierre Fabre
16564,Ciclopirox Olamine Sandoz
16565,Ciclopirox Olamine Teva
16566,Ciclopirox Olamine Teva Sante
16567,Ciclopirox Olamine Venipharm
16568,Ciclopirox Olamine Viatris
16569,Ciclopirox Ratiopharm
16570,Ciclopirox Sanofi
16571,Ciclopirox Serra
16572,Ciclopirox Substipharm
16573,Ciclopirox Teva
16574,Ciclopirox Viatris
16575,Ciclopirox Winthrop
16576,Ciclopirox Ziaja
16577,Ciclopirox-Olamin Acis
16578,Ciclopirox-Olamin Ratiopharm
16579,Cicloplegicedol
16580,Ciclopoli Creme
16581,Ciclopoli Gegen Nagelpilz
16582,Ciclopoli Lösung
16583,Cicloral
16584,Cicloseb
16585,Cicloserină Antibiotice
16586,Ciclosporin 1a-Pharma
16587,Ciclosporin Dura
16588,Ciclosporin Hexal
16589,Ciclosporin Pro Teva
16590,Ciclosporin Teva
16591,Ciclosporin Viatris
16592,Ciclosporina Flica Germed Farmacêutica
16593,Ciclosporina Generis
16594,Ciclosporina Teva
16595,Ciclosporine Teva
16596,Ciclotau
16597,Cicloviral
16598,Cicloviral I.V.
16599,Ciclozinil
16600,Cidegol C
16601,Cidermex
16602,Cidevia
16603,Cidilin
16604,Cidimus
16605,Cidine
16606,Cidofovir Macure
16607,Cidofovir Tillomed
16608,Cidofovir Zentiva
16609,Cidomycin
16610,Cidren
16611,Ciella
16612,Cifin
16613,Ciflot
16614,Ciflox
16615,Cifloxacin
16616,Cifloxager
16617,Cifloxin
16618,Cifloxinal
16619,Cifoban
16620,Cifox
16621,Cifran
16622,Cigenta
16623,Cikappa
16624,Ciklofosfamid Accord
16625,Ciklosporin Alkaloid
16626,Ciklosporin Ivax
16627,Cil
16628,Cilan
16629,Cilaxoral
16630,Cilazapril + Hidroclorotiazida Generis
16631,Cilazapril Activase Pharmaceuticals
16632,Cilazapril Generis
16633,Cildar
16634,Cildar Plus
16635,Cilestoderme
16636,Cilique
16637,Cilkanol
16638,Cillia
16639,Cilodex
16640,Cilodral
16641,Cilopen
16642,Cilos
16643,Cilostad
16644,Cilostazol
16645,Cilostazol Al
16646,Cilostazol Aristo
16647,Cilostazol Cinfa
16648,Cilostazol Ferrer
16649,Cilostazol Galenica
16650,Cilostazol Kern Pharma
16651,Cilostazol Lek-Am
16652,Cilostazol Libytec
16653,Cilostazol Normon
16654,Cilostazol Pensa
16655,Cilostazol Sandoz
16656,Cilostazol Stada
16657,Cilostazol Tarbis
16658,Cilostazol Teva
16659,Cilostazol Viatris
16660,Cilostazol Vir
16661,Cilostazolo Eg
16662,Cilostazolo Mylan Pharma
16663,Cilostop
16664,Cilox
16665,Ciloxan
16666,Ciloxan Otic
16667,Cilozek
16668,Cilroton
16669,Ciltiren
16670,Cim.
16671,Cimeldine Clonmel Healthcare
16672,Cimetidin Genericon
16673,Cimetidina Arena
16674,Cimetidine Accord
16675,Cimetidine Accord Healthcare
16676,Cimetidine Arrow
16677,Cimetidine Bristol Laboratories
16678,Cimetidine Cf
16679,Cimetidine Chelonia Healthcare
16680,Cimetidine Chemidex Pharma
16681,Cimetidine Crescent Pharma
16682,Cimetidine Ennogen Ip
16683,Cimetidine Medley Pharma
16684,Cimetidine Rosemont Pharmaceuticals
16685,Cimetidine Tillomed Laboratories
16686,Cimicifuga Comp.
16687,Cimicifuga Ysat
16688,Cimicifuga-Homaccord
16689,Cimicifugawurzelstock-Trockenextrakt Al
16690,Cimicum
16691,Cimifemin
16692,Cimifugan
16693,Cimizt
16694,Cimocinox
16695,Cimoskin
16696,Cimzia
16697,Cinacalcet
16698,Cinacalcet (Ωσ Hydrochloride) Pharmazac
16699,Cinacalcet Ab
16700,Cinacalcet Abdi
16701,Cinacalcet Accord
16702,Cinacalcet Accordpharma
16703,Cinacalcet Al
16704,Cinacalcet Amarox
16705,Cinacalcet Aristo
16706,Cinacalcet Arrow
16707,Cinacalcet Arx
16708,Cinacalcet Ascend
16709,Cinacalcet Aurobindo
16710,Cinacalcet Aurovitas
16711,Cinacalcet Basi
16712,Cinacalcet Bgr
16713,Cinacalcet Biogaran
16714,Cinacalcet Bristol Laboratories
16715,Cinacalcet Cf
16716,Cinacalcet Clonmel
16717,Cinacalcet Clydesdale Pharma
16718,Cinacalcet Crescent Pharma
16719,Cinacalcet Cristers
16720,Cinacalcet Devatis
16721,Cinacalcet Doc
16722,Cinacalcet Eg
16723,Cinacalcet Evolugen
16724,Cinacalcet Faran
16725,Cinacalcet Genepharm
16726,Cinacalcet Generis
16727,Cinacalcet Genthon
16728,Cinacalcet Glenmark
16729,Cinacalcet Glenmark Pharmaceuticals Europe
16730,Cinacalcet Heaton
16731,Cinacalcet Hetero
16732,Cinacalcet Heumann
16733,Cinacalcet Hydrochloride Aurobindo
