MedicalProcedure_id,Name,Category,Duration,Cost
X632219,ΚΑΤΑΓΜΑ ΩΛΕΚΡΑΝΟΥ: ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ,Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632229,ΚΑΤΑΓΜΑ ΩΛΕΚΡΑΝΟΥ: ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΚΑΙ ΟΣΤΕΟΣΥΝΘΕΣΗ (ΕΣΩΤΕΡΙΚΗ Ή ΕΞΩΤΕΡΙΚΗ),Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632239,ΚΑΤΑΓΜΑ ΚΟΡΩΝΟΕΙΔΟΥΣ ΑΠΟΦΥΣΗΣ: ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΚΑΙ ΕΣΩΤΕΡΙΚΗ ΟΣΤΕΟΣΥΝΘΕΣΗ,Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632249,ΡΗΞΗ ΕΞΩ ΠΛΑΓΙΟΥ ΣΥΝΔΕΣΜΟΥ ΑΓΚΩΝΟΣ: ΣΥΝΔΕΣΜΟΠΛΑΣΤΙΚΗ ΜΕ ΤΟΠΙΚΟΥΣ ΙΣΤΟΥΣ,Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632279,ΡΗΞΗ ΕΞΩ ΠΛΑΓΙΟΥ ΣΥΝΔΕΣΜΟΥ ΑΓΚΩΝΟΣ: ΣΥΝΔΕΣΜΟΠΛΑΣΤΙΚΗ ΜΕ ΤΕΝΟΝΤΙΟ ΜΟΣΧΕΥΜΑ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΚΑΙ ΤΗ ΛΗΨΗ ΜΟΣΧΕΥΜΑΤΟΣ),Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632299,ΡΗΞΗ ΕΣΩ ΠΛΑΓΙΟΥ ΣΥΝΔΕΣΜΟΥ ΑΓΚΩΝΟΣ: ΣΥΝΔΕΣΜΟΠΛΑΣΤΙΚΗ ΜΕ ΤΟΠΙΚΟΥΣ ΙΣΤΟΥΣ,Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632319,ΡΗΞΗ ΕΣΩ ΠΛΑΓΙΟΥ ΣΥΝΔΕΣΜΟΥ ΑΓΚΩΝΟΣ: ΣΥΝΔΕΣΜΟΠΛΑΣΤΙΚΗ ΜΕ ΤΕΝΟΝΤΙΟ ΜΟΣΧΕΥΜΑ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΚΑΙ ΤΗ ΛΗΨΗ ΜΟΣΧΕΥΜΑΤΟΣ),Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632329,ΑΦΑΙΡΕΣΗ ΕΞΩΤΕΡΙΚΗΣ ΟΣΤΕΟΣΥΝΘΕΣΗΣ ΒΡΑΧΙΟΝΙΟΥ Ή ΑΓΚΩΝΟΣ,Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632359,ΑΝΑΘΕΩΡΗΣΗ Ή ΔΙΟΡΘΩΣΗ ΕΞΩΤΕΡΙΚΗΣ ΟΣΤΕΟΣΥΝΘΕΣΗΣ ΒΡΑΧΙΟΝΙΟΥ Ή ΑΓΚΩΝΟΣ,Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632369,ΑΦΑΙΡΕΣΗ ΥΛΙΚΩΝ ΟΣΤΕΟΣΥΝΘΕΣΗΣ ΔΙΑΦΥΣΗΣ ΒΡΑΧΙΟΝΙΟΥ,Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632379,ΑΦΑΙΡΕΣΗ ΥΛΙΚΩΝ ΟΣΤΕΟΣΥΝΘΕΣΗΣ ΠΕΡΙΦΕΡΙΚΟΥ ΑΚΡΟΥ ΒΡΑΧΙΟΝΙΟΥ,Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632389,ΑΦΑΙΡΕΣΗ ΥΛΙΚΩΝ ΟΣΤΕΟΣΥΝΘΕΣΗΣ ΩΛΕΚΡΑΝΟΥ,Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632419,ΑΦΑΙΡΕΣΗ ΥΛΙΚΩΝ ΟΣΤΕΟΣΥΝΘΕΣΗΣ ΚΟΡΩΝΟΕΙΔΟΥΣ ΑΠΟΦΥΣΗΣ,Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632429,ΑΦΑΙΡΕΣΗ ΥΛΙΚΩΝ ΟΣΤΕΟΣΥΝΘΕΣΗΣ ΚΕΦΑΛΗΣ ΚΕΡΚΙΔΟΣ,Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632431,"ΠΛΗΜΜΕΛΗΣ ΠΩΡΩΣΗ ΚΑΤΑΓΜΑΤΟΣ ΔΙΑΦΥΣΗΣ ΒΡΑΧΙΟΝΙΟΥ: ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΚΑΙ ΟΣΤΕΟΣΥΝΘΕΣΗ, ΜΕ Ή ΧΩΡΙΣ ΤΟΠΟΘΕΤΗΣΗ ΟΣΤΙΚΟΥ ΜΟΣΧΕΥΜΑΤΟΣ (ΑΥΤΟΛΟΓΟΥ Ή ΑΛΛΟΜΟΣΧΕΥΜΑΤΟΣ)",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632459,"ΠΛΗΜΜΕΛΗΣ ΠΩΡΩΣΗ ΚΑΤΑΓΜΑΤΟΣ ΠΕΡΙΦΕΡΙΚΟΥ ΑΚΡΟΥ ΒΡΑΧΙΟΝΙΟΥ: ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΚΑΙ ΟΣΤΕΟΣΥΝΘΕΣΗ, ΜΕ Ή ΧΩΡΙΣ ΤΟΠΟΘΕΤΗΣΗ ΟΣΤΙΚΟΥ ΜΟΣΧΕΥΜΑΤΟΣ (ΑΥΤΟΛΟΓΟΥ Ή ΑΛΛΟΜΟΣΧΕΥΜΑΤΟΣ)",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632469,"ΠΛΗΜΜΕΛΗΣ ΠΩΡΩΣΗ ΚΑΤΑΓΜΑΤΟΣ ΚΕΝΤΡΙΚΟΥ ΑΚΡΟΥ ΩΛΕΝΗΣ (ΟΠΩΣ ΩΛΕΚΡΑΝΟΥ): ΑΝΟΙΚΤΗ ΑΝΤΑΞΗ ΚΑΙ ΟΣΤΕΟΣΥΝΘΕΣΗ, ΜΕ Ή ΧΩΡΙΣ ΤΟΠΟΘΕΤΗΣΗ ΟΣΤΙΚΟΥ ΜΟΣΧΕΥΜΑΤΟΣ (ΑΥΤΟΛΟΓΟΥ Ή ΑΛΛΟΜΟΣΧΕΥΜΑΤΟΣ)",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632479,"ΠΛΗΜΜΕΛΗΣ ΠΩΡΩΣΗ ΚΑΤΑΓΜΑΤΟΣ ΚΕΝΤΡΙΚΟΥ ΤΜΗΜΑΤΟΣ ΚΕΡΚΙΔΟΣ: ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΚΑΙ ΟΣΤΕΟΣΥΝΘΕΣΗ, ΜΕ Ή ΧΩΡΙΣ ΤΟΠΟΘΕΤΗΣΗ ΟΣΤΙΚΟΥ ΜΟΣΧΕΥΜΑΤΟΣ (ΑΥΤΟΛΟΓΟΥ Ή ΑΛΛΟΜΟΣΧΕΥΜΑΤΟΣ)",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632481,ΠΛΗΜΜΕΛΗΣ ΠΩΡΩΣΗ ΚΑΤΑΓΜΑΤΟΣ ΚΕΦΑΛΗΣ ΚΕΡΚΙΔΟΣ: ΑΡΘΡΟΠΛΑΣΤΙΚΗ ΚΕΦΑΛΗΣ ΚΕΡΚΙΔΟΣ,Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632483,"ΨΕΥΔΑΡΘΡΩΣΗ ΚΑΤΑΓΜΑΤΟΣ ΔΙΑΦΥΣΗΣ ΒΡΑΧΙΟΝΙΟΥ: ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΚΑΙ ΟΣΤΕΟΣΥΝΘΕΣΗ, ΜΕ Ή ΧΩΡΙΣ ΤΟΠΟΘΕΤΗΣΗ ΟΣΤΙΚΟΥ ΜΟΣΧΕΥΜΑΤΟΣ (ΑΥΤΟΛΟΓΟΥ Ή ΑΛΛΟΜΟΣΧΕΥΜΑΤΟΣ)",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632599,"ΨΕΥΔΑΡΘΡΩΣΗ ΚΑΤΑΓΜΑΤΟΣ ΠΕΡΙΦΕΡΙΚΟΥ ΑΚΡΟΥ ΒΡΑΧΙΟΝΙΟΥ: ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΚΑΙ ΟΣΤΕΟΣΥΝΘΕΣΗ, ΜΕ Ή ΧΩΡΙΣ ΤΟΠΟΘΕΤΗΣΗ ΟΣΤΙΚΟΥ ΜΟΣΧΕΥΜΑΤΟΣ (ΑΥΤΟΛΟΓΟΥ Ή ΑΛΛΟΜΟΣΧΕΥΜΑΤΟΣ)",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632639,"ΨΕΥΔΑΡΘΡΩΣΗ ΚΑΤΑΓΜΑΤΟΣ ΚΕΝΤΡΙΚΟΥ ΑΚΡΟΥ ΩΛΕΝΗΣ (ΟΠΩΣ ΩΛΕΚΡΑΝΟΥ): ΑΝΟΙΚΤΗ ΑΝΤΑΞΗ ΚΑΙ ΟΣΤΕΟΣΥΝΘΕΣΗ, ΜΕ Ή ΧΩΡΙΣ ΤΟΠΟΘΕΤΗΣΗ ΟΣΤΙΚΟΥ ΜΟΣΧΕΥΜΑΤΟΣ (ΑΥΤΟΛΟΓΟΥ Ή ΑΛΛΟΜΟΣΧΕΥΜΑΤΟΣ)",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632659,"ΨΕΥΔΑΡΘΡΩΣΗ ΚΑΤΑΓΜΑΤΟΣ ΚΕΝΤΡΙΚΟΥ ΤΜΗΜΑΤΟΣ ΚΕΡΚΙΔΟΣ: ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΚΑΙ ΟΣΤΕΟΣΥΝΘΕΣΗ, ΜΕ Ή ΧΩΡΙΣ ΤΟΠΟΘΕΤΗΣΗ ΟΣΤΙΚΟΥ ΜΟΣΧΕΥΜΑΤΟΣ (ΑΥΤΟΛΟΓΟΥ Ή ΑΛΛΟΜΟΣΧΕΥΜΑΤΟΣ)",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632663,ΨΕΥΔΑΡΘΡΩΣΗ ΚΑΤΑΓΜΑΤΟΣ ΚΕΦΑΛΗΣ ΚΕΡΚΙΔΟΣ: ΑΡΘΡΟΠΛΑΣΤΙΚΗ ΚΕΦΑΛΗΣ ΚΕΡΚΙΔΟΣ,Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632671,"ΑΚΡΩΤΗΡΙΑΣΜΟΣ, ΒΡΑΧΙΟΝΙΟ, ΠΡΩΤΟΠΑΘΗΣ ΣΥΓΚΛΕΙΣΗ ΚΟΛΟΒΩΜΑΤΟΣ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632673,"ΑΚΡΩΤΗΡΙΑΣΜΟΣ, ΒΡΑΧΙΟΝΙΟ, ΔΕΥΤΕΡΟΠΑΘΗΣ  ΣΥΓΚΛΕΙΣΗ ΚΟΛΟΒΩΜΑΤΟΣ, Η ΔΙΟΡΘΩΣΗ ΚΟΛΟΒΩΜΑΤΟΣ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632675,"ΑΚΡΩΤΗΡΙΑΣΜΟΣ, ΒΡΑΧΙΟΝΙΟ. ΕΠΩΔΥΝΟ ΝΕΥΡΩΜΑ, ΔΙΟΡΘΩΣΗ ΚΟΛΟΒΩΜΑΤΟΣ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632699,"ΑΚΡΩΤΗΡΙΑΣΜΟΣ, ΒΡΑΧΙΟΝΙΟ. ΦΛΕΓΜΟΝΗ,  ΧΕΙΡΟΥΡΓΙΚΟΙ ΚΑΘΑΡΙΣΜΟΙ, ΔΕΥΤΕΡΟΠΑΘΗΣ ΣΥΓΚΛΕΙΣΗ ΚΟΛΟΒΩΜΑΤΟΣ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632703,"ΑΚΡΩΤΗΡΙΑΣΜΟΣ, ΒΡΑΧΙΟΝΙΟ,  ΔΙΟΡΘΩΣΗ ΚΟΛΟΒΩΜΑΤΟΣ ΜΕ ΑΚΡΩΤΗΡΙΑΣΜΟ ΣΕ ΥΨΗΛΟΤΕΡΟ ΕΠΙΠΕΔΟ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632705,"ΑΚΡΩΤΗΡΙΑΣΜΟΣ, ΒΡΑΧΙΟΝΙΟ,  ΔΙΑΜΟΡΦΩΣΗ ΚΟΛΟΒΩΜΑΤΟΣ ΜΕ ΤΟΠΙΚΗ ΜΕΤΑΦΟΡΑ ΜΥΟΣ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632739,"ΑΚΡΩΤΗΡΙΑΣΜΟΣ, ΒΡΑΧΙΟΝΙΟ,  ΔΙΑΜΟΡΦΩΣΗ ΚΟΛΟΒΩΜΑΤΟΣ ΜΕ ΤΟΠΙΚΗ ΜΕΤΑΦΟΡΑ ΜΥΟΣ ΚΑΙ ΕΦΑΡΜΟΓΗ ΤΕΧΝΗΤΗΣ ΠΡΟΘΕΣΗΣ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632743,"ΑΚΡΩΤΗΡΙΑΣΜΟΣ, ΒΡΑΧΙΟΝΙΟ,  ΕΠΙΜΥΚΗΝΣΗ ΟΣΤΙΚΟΥ ΚΟΛΟΒΩΜΑΤΟΣ ΜΕ ΔΙΑΤΑΤΙΚΗ ΟΣΤΕΟΓΕΝΕΣΗ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632779,"ΘΛΑΣΤΙΚΟ ΤΡΑΥΜΑ ΒΡΑΧΙΟΝΙΟΥ: ΔΙΕΡΕΥΝΗΣΗ, ΠΕΡΙΛΑΜΒΑΝΕΙ ΤΗΝ ΑΦΑΙΡΕΣΗ ΞΕΝΩΝ ΣΩΜΑΤΩΝ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632783,"ΘΛΑΣΤΙΚΟ ΤΡΑΥΜΑ ΑΓΚΩΝΟΣ: ΔΙΕΡΕΥΝΗΣΗ, ΠΕΡΙΛΑΜΒΑΝΕΙ ΤΗΝ ΑΦΑΙΡΕΣΗ ΞΕΝΩΝ ΣΩΜΑΤΩΝ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632789,"ΤΡΑΥΜΑΤΙΚΟΣ ΠΛΗΡΗΣ ΑΚΡΩΤΗΡΙΑΣΜΟΣ, ΒΡΑΧΙΟΝΙΟ. ΕΠΑΝΑΣΥΓΚΟΛΛΗΣΗ  ΜΕ ΜΕΘΟΔΟΥΣ ΜΙΚΡΟΧΕΙΡΟΥΡΓΙΚΗΣ. ΣΥΡΡΑΦΗ ΑΓΓΕΙΩΝ ΑΜΕΣΗ Η ΜΕ ΠΑΡΕΜΒΟΛΗ ΦΛΕΒΙΚΟΥ ΜΟΣΧΕΥΜΑΤΟΣ. ΕΣΩΤΕΡΙΚΗ Η ΕΞΩΤΕΡΙΚΗ ΟΣΤΕΟΣΥΝΘΕΣΗ ΟΣΤΟΥ. ΣΥΡΡΑΦΗ-ΑΠΟΚΑΤΑΣΤΑΣΗ ΜΥΙΚΩΝ ΜΑΖΩΝ. ΠΡΩΤΟΠΑΘΗΣ ΣΥΡΡΑΦΗ  ΑΠΟΚΑΤΑΣΤΑΣΗ ΤΩΝ ΝΕΥΡΩΝ (ΜΕΣΟ - ΩΛΕΝΙΟ - ΚΕΡΚΙΔΙΚΟ - ΜΥΟΔΕΡΜΑΤΙΚΟ).",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632791,"ΤΡΑΥΜΑΤΙΚΟΣ ΠΛΗΡΗΣ ΑΚΡΩΤΗΡΙΑΣΜΟΣ, ΒΡΑΧΙΟΝΙΟ. ΕΠΑΝΑΣΥΓΚΟΛΛΗΣΗ ΜΕ ΜΕΘΟΔΟΥΣ ΜΙΚΡΟΧΕΙΡΟΥΡΓΙΚΗΣ.  ΔΕΥΤΕΡΟΠΑΘΗΣ ΑΠΟΚΑΤΑΣΤΑΣΗ ΤΩΝ ΝΕΥΡΩΝ  (ΜΕΣΟ - ΩΛΕΝΙΟ - ΚΕΡΚΙΔΙΚΟ - ΜΥΟΔΕΡΜΑΤΙΚΟ) ΜΕ ΠΑΡΕΜΒΟΛΗ ΝΕΥΡΙΚΩΝ ΜΟΣΧΕΥΜΑΤΩΝ Η ΝΕΥΡΟΑΓΩΓΩΝ.",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632795,"ΤΡΑΥΜΑΤΙΚΟΣ ΠΛΗΡΗΣ ΑΚΡΩΤΗΡΙΑΣΜΟΣ, ΒΡΑΧΙΟΝΙΟ. ΕΠΑΝΑΣΥΓΚΟΛΛΗΣΗ ΜΕ ΜΕΘΟΔΟΥΣ ΜΙΚΡΟΧΕΙΡΟΥΡΓΙΚΗΣ.  ΨΕΥΔΑΡΘΡΩΣΗ Η ΚΑΘΥΣΤΕΡΗΜΕΝΗ ΠΩΡΩΣΗ ΒΡΑΧΙΟΝΙΟΥ, ΕΣΩΤΕΡΙΚΗ ΟΣΤΕΟΣΥΝΘΕΣΗ ΕΙΔΙΚΕΣ ΠΛΑΚΕΣ ΚΑΙ ΚΟΧΛΙΕΣ  ΜΕ  ΑΥΤΟ Η ΑΛΛΟΜΟΣΧΕΥΜΑΤΑ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632799,"ΤΡΑΥΜΑ, ΔΙΕΡΕΥΝΗΣΗ ΒΛΑΒΗΣ ΚΕΡΚΙΔΙΚΟΥ ΝΕΥΡΟΥ ΣΤΟ ΒΡΑΧΙΟΝΙΟ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632811,"ΤΡΑΥΜΑ , ΣΥΡΡΑΦΗ ΚΕΡΚΙΔΙΚΟΥ ΝΕΥΡΟΥ  -ΤΕΛΙΚΟ ΤΕΛΙΚΗ ΣΥΡΡΑΦΗ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632815,"ΤΡΑΥΜΑ , ΣΥΡΡΑΦΗ ΚΕΡΚΙΔΙΚΟΥ ΝΕΥΡΟΥ ΜΕ ΠΑΡΕΜΒΟΛΗ ΝΕΥΡΙΚΩΝ ΜΟΣΧΕΥΜΑΤΩΝ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632823,"ΤΡΑΥΜΑ , ΣΥΡΡΑΦΗ ΚΕΡΚΙΔΙΚΟΥ ΝΕΥΡΟΥ ΜΕ ΠΑΡΕΜΒΟΛΗ ΣΥΝΘΕΤΙΚΩΝ ΝΕΥΡΟΑΓΩΓΩΝ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632825,ΑΠΟΚΑΤΑΣΤΑΣΗ - ΣΥΡΡΑΦΗ ΚΕΡΚΙΔΙΚΟΥ ΝΕΥΡΟΥ ΜΕΤΑ ΑΠΟ ΑΦΑΙΡΕΣΗ ΟΓΚΟΥ  ΜΕ ΠΑΡΕΜΒΟΛΗ ΝΕΥΡΙΚΩΝ ΜΟΣΧΕΥΜΑΤΩΝ,Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632827,ΑΠΟΚΑΤΑΣΤΑΣΗ - ΣΥΡΡΑΦΗ ΚΕΡΚΙΔΙΚΟΥ ΝΕΥΡΟΥ ΜΕΤΑ ΑΠΟ ΑΦΑΙΡΕΣΗ ΝΕΥΡΩΜΑΤΟΣ ΜΕ ΠΑΡΕΜΒΟΛΗ ΝΕΥΡΙΚΩΝ ΜΟΣΧΕΥΜΑΤΩΝ,Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632833,"ΤΡΑΥΜΑ, ΔΙΕΡΕΥΝΗΣΗ ΒΛΑΒΗΣ ΠΕΡΙΦΕΡΙΚΩΝ ΝΕΥΡΩΝ (ΠΛΗΝ ΤΟΥ ΚΕΡΚΙΔΙΚΟΥ ΝΕΥΡΟΥ) ΣΤΟ ΒΡΑΧΙΟΝΙΟ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
X632839,"ΤΡΑΥΜΑ , ΣΥΡΡΑΦΗ ΠΕΡΙΦΕΡΙΚΩΝ ΝΕΥΡΩΝ (ΠΛΗΝ ΤΟΥ ΚΕΡΚΙΔΙΚΟΥ ΝΕΥΡΟΥ)  -ΤΕΛΙΚΟ ΤΕΛΙΚΗ ΣΥΡΡΑΦΗ, ΚΑΘΕ ΝΕΥΡΟ",Β. ΠΡΑΞΕΙΣ ΧΕΙΡΟΥΡΓΙΚΕΣ – ΕΠΕΜΒΑΤΙΚΕΣ – ΕΝΔΟΣΚΟΠΙΚΕΣ,\N,\N
